127
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRI|PRD|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PVEM|PT|MC|MORENA_PANAL|PES|RSP|FPM|CNR|NULOS|TOTAL|AICA|CVYCC|EBR|IVS|LAMS|MRC|PD|VMA
6|1|0138|C|6|0|U|678|5|7|1|1|4|estrato_4|127|28|36|4|14|3|21|15|24|64|63|3|20|1|5|30|0|331|64|5|1|3|63|121|20|24
6|1|0140|C|4|0|M|669|5|7|1|1|3|estrato_3|121|40|27|6|24|3|22|23|28|41|53|4|22|1|3|33|1|331|41|3|1|4|53|145|22|28
6|2|0264|C|2|0|M|609|8|9|2|2|6|estrato_6|69|22|36|11|16|5|20|14|25|52|55|3|23|2|1|31|0|316|52|1|2|3|55|124|23|25
6|2|0215|C|2|0|U|579|8|9|2|2|6|estrato_6|63|21|35|8|19|6|17|8|20|45|53|2|24|3|4|29|0|294|45|4|3|2|53|114|24|20
6|2|0250|E|3|0|U|684|8|12|2|2|2|estrato_2|46|23|31|7|18|4|13|20|25|62|63|3|31|7|3|31|0|341|62|3|7|3|63|116|31|25
6|1|0359|C|1|0|U|381|5|8|1|1|1|estrato_1|104|12|30|4|15|4|15|10|19|23|33|0|8|2|1|23|0|199|23|1|2|0|33|90|8|19
6|2|0188|B|1|0|U|553|6|9|2|2|6|estrato_6|6|10|28|9|18|7|12|15|27|38|41|6|20|2|2|36|0|271|38|2|2|6|41|99|20|27
6|2|0276|C|1|0|R|440|9|14|2|2|6|estrato_6|76|24|16|3|10|0|22|4|23|37|37|2|15|2|2|22|0|219|37|2|2|2|37|79|15|23
6|1|0146|E|1|4|M|678|5|5|1|1|1|estrato_1|94|25|44|10|23|3|16|13|19|52|53|7|19|2|4|36|0|326|52|4|2|7|53|134|19|19
6|1|0062|C|1|0|U|629|1|3|1|1|4|estrato_4|52|31|39|10|11|4|22|14|25|53|47|4|25|5|5|27|0|322|53|5|5|4|47|131|25|25
6|2|0336|B|1|0|M|517|10|16|2|2|6|estrato_6|115|22|28|3|17|3|11|13|19|45|45|4|18|1|1|26|0|256|45|1|1|4|45|97|18|19
6|1|0064|B|1|0|U|589|1|2|1|1|1|estrato_1|13|27|28|5|13|4|25|13|16|46|48|2|27|0|2|26|1|283|46|2|0|2|48|115|27|16
6|2|0186|B|1|0|U|563|6|9|2|2|6|estrato_6|3|20|30|3|21|0|22|8|18|42|61|3|18|1|1|25|0|273|42|1|1|3|61|104|18|18
6|2|0250|C|3|0|U|726|8|12|2|2|2|estrato_2|43|28|43|6|17|0|26|20|32|51|62|6|30|4|1|39|0|365|51|1|4|6|62|140|30|32
6|2|0244|B|1|0|U|706|8|12|2|2|2|estrato_2|34|31|48|8|21|1|23|18|25|66|61|3|26|4|1|33|0|369|66|1|4|3|61|150|26|25
6|2|0286|C|1|0|M|609|10|16|2|2|2|estrato_2|84|15|52|4|11|5|19|11|18|47|47|6|36|0|1|20|0|292|47|1|0|6|47|117|36|18
6|2|0202|C|3|0|U|604|8|13|2|2|5|estrato_5|53|17|35|9|17|5|18|19|23|38|50|4|23|0|6|33|0|297|38|6|0|4|50|120|23|23
6|1|0154|C|1|0|U|484|5|8|1|1|1|estrato_1|114|31|30|8|14|1|20|13|17|25|37|3|19|2|2|20|1|243|25|2|2|3|37|117|19|17
6|2|0245|C|1|0|U|697|8|11|2|2|5|estrato_5|33|33|40|11|18|5|25|19|34|49|55|7|14|5|3|28|0|346|49|3|5|7|55|151|14|34
6|1|0044|B|1|0|U|434|1|1|1|1|1|estrato_1|46|19|27|6|11|3|18|10|19|39|31|3|11|3|1|16|0|217|39|1|3|3|31|94|11|19
6|1|0062|E|1|0|U|695|1|3|1|1|4|estrato_4|53|26|37|6|19|4|15|17|25|53|56|3|27|3|4|34|0|329|53|4|3|3|56|124|27|25
6|2|0283|C|4|0|U|686|10|10|2|2|6|estrato_6|92|27|35|5|22|7|21|18|21|44|69|5|21|5|7|27|0|334|44|7|5|5|69|135|21|21
6|2|0300|B|1|0|U|674|10|10|2|2|2|estrato_2|102|38|28|5|17|3|16|20|27|57|56|6|29|2|2|29|1|336|57|2|2|6|56|127|29|27
6|1|0065|E|1|0|U|462|1|2|1|1|1|estrato_1|14|21|23|5|11|1|9|10|14|37|46|1|21|3|3|13|0|218|37|3|3|1|46|80|21|14
6|1|0055|B|1|0|U|532|1|2|1|1|4|estrato_4|16|23|23|9|21|2|15|18|21|44|48|2|19|0|0|25|0|270|44|0|0|2|48|111|19|21
6|2|0280|C|3|0|M|656|10|10|2|2|6|estrato_6|86|28|44|7|26|2|19|22|26|56|50|4|26|0|0|35|1|346|56|0|0|4|50|148|26|26
6|2|0335|C|2|0|U|610|10|16|2|2|6|estrato_6|114|30|33|4|15|2|21|10|15|53|46|6|21|3|4|24|1|288|53|4|3|6|46|115|21|15
6|2|0205|B|1|0|U|455|8|13|2|2|5|estrato_5|55|24|22|4|7|1|18|8|22|44|38|2|18|0|2|23|0|233|44|2|0|2|38|84|18|22
6|2|0228|E|2|0|R|599|8|14|2|2|5|estrato_5|14|29|34|6|16|5|20|17|27|43|52|5|21|2|2|31|1|311|43|2|2|5|52|127|21|27
6|2|0238|E|1|5|M|671|8|11|2|2|2|estrato_2|27|29|27|9|10|5|17|19|32|60|59|5|19|0|7|34|0|332|60|7|0|5|59|116|19|32
6|1|0106|C|1|0|U|594|3|5|1|1|4|estrato_4|76|28|39|5|24|3|23|12|17|51|52|5|17|0|3|34|0|313|51|3|0|5|52|134|17|17
6|1|0168|B|1|0|R|546|5|5|1|1|4|estrato_4|91|28|28|4|25|3|13|16|24|38|40|2|19|0|3|22|0|265|38|3|0|2|40|117|19|24
6|2|0187|C|1|0|U|538|6|9|2|2|6|estrato_6|5|19|26|4|9|4|16|15|31|36|45|4|14|1|1|31|0|256|36|1|1|4|45|93|14|31
6|1|0139|B|1|0|U|714|5|7|1|1|3|estrato_3|122|27|48|6|12|2|28|18|35|46|54|2|37|2|1|31|0|349|46|1|2|2|54|141|37|35
6|2|0280|E|1|4|M|733|10|10|2|2|6|estrato_6|88|43|42|8|21|2|19|17|26|51|65|7|25|0|4|33|0|363|51|4|0|7|65|152|25|26
6|1|0087|B|1|0|R|282|1|3|1|1|4|estrato_4|7|18|16|4|5|3|13|7|16|21|19|2|5|1|0|10|0|140|21|0|1|2|19|66|5|16
6|2|0323|B|1|0|M|445|10|15|2|2|5|estrato_5|85|15|21|8|15|5|13|10|19|40|49|1|18|1|1|23|0|239|40|1|1|1|49|87|18|19
6|1|0024|C|3|0|U|682|1|3|1|1|1|estrato_1|42|44|27|3|20|3|17|12|34|56|53|4|18|3|2|35|0|331|56|2|3|4|53|126|18|34
6|2|0234|C|2|0|M|743|8|14|2|2|6|estrato_6|19|44|48|10|22|5|25|16|20|62|63|7|19|1|3|29|0|374|62|3|1|7|63|170|19|20
6|1|0075|B|1|0|U|524|1|3|1|1|4|estrato_4|12|23|16|5|17|2|11|16|17|39|43|3|23|0|2|28|0|245|39|2|0|3|43|90|23|17
6|1|0047|B|1|0|U|588|1|2|1|1|3|estrato_3|20|21|40|7|16|3|26|10|17|56|47|0|18|0|1|27|2|291|56|1|0|0|47|123|18|17
6|1|0156|B|1|0|U|421|5|7|1|1|4|estrato_4|115|25|21|4|10|6|7|13|15|28|34|4|6|2|2|37|0|214|28|2|2|4|34|86|6|15
6|2|0328|B|1|0|R|750|10|15|2|2|6|estrato_6|99|33|37|9|26|5|26|10|36|70|70|7|23|1|2|40|1|396|70|2|1|7|70|146|23|36
6|1|0073|E|1|1|U|718|1|2|1|1|1|estrato_1|10|26|33|4|21|6|20|12|29|67|57|3|26|3|3|29|0|339|67|3|3|3|57|122|26|29
6|1|0106|C|2|0|U|594|3|5|1|1|4|estrato_4|76|26|24|11|20|1|17|14|25|51|54|5|31|1|1|26|0|307|51|1|1|5|54|113|31|25
6|2|0240|B|1|0|U|716|8|11|2|2|6|estrato_6|31|30|37|6|25|8|18|15|22|60|69|5|27|3|2|31|0|358|60|2|3|5|69|139|27|22
6|1|0350|B|1|0|U|403|5|8|1|1|3|estrato_3|109|22|19|3|7|3|11|13|17|28|42|1|14|0|3|20|0|203|28|3|0|1|42|78|14|17
6|1|0007|B|1|0|U|746|1|2|1|1|1|estrato_1|23|31|48|5|22|3|31|15|29|76|46|3|29|4|3|30|0|375|76|3|4|3|46|155|29|29
6|1|0129|B|1|0|M|485|4|6|1|1|4|estrato_4|79|21|31|2|15|5|12|13|26|33|41|5|14|2|3|26|0|249|33|3|2|5|41|99|14|26
6|1|0082|B|1|0|M|659|1|3|1|1|1|estrato_1|40|38|37|7|12|6|20|12|26|54|52|3|23|3|5|26|1|325|54|5|3|3|52|132|23|26
6|2|0174|B|1|0|M|492|6|9|2|2|6|estrato_6|9|20|31|3|17|1|12|9|24|48|44|3|16|1|3|20|0|252|48|3|1|3|44|93|16|24
6|1|0092|C|2|0|M|617|2|4|1|1|3|estrato_3|66|27|21|9|19|1|22|14|10|50|57|7|24|4|3|28|0|296|50|3|4|7|57|113|24|10
6|2|0179|B|1|0|M|446|6|9|2|2|6|estrato_6|9|19|33|4|8|2|16|8|19|29|43|3|14|2|1|20|0|221|29|1|2|3|43|90|14|19
6|1|0157|B|1|0|U|479|5|7|1|1|1|estrato_1|115|25|30|4|13|0|15|11|19|39|39|4|18|2|2|18|0|239|39|2|2|4|39|98|18|19
6|2|0238|B|1|0|M|685|8|11|2|2|2|estrato_2|27|19|44|7|26|5|25|15|23|63|57|2|27|3|2|30|0|348|63|2|3|2|57|141|27|23
6|1|0001|B|1|0|U|714|1|6|1|1|3|estrato_3|30|25|34|3|22|6|20|16|24|59|80|5|32|3|3|39|0|371|59|3|3|5|80|126|32|24
6|2|0209|B|1|0|U|542|8|13|2|2|6|estrato_6|57|33|27|9|15|3|21|15|28|37|45|5|22|2|1|21|0|284|37|1|2|5|45|123|22|28
6|2|0310|C|1|0|U|541|10|15|2|2|2|estrato_2|102|16|27|8|14|3|17|14|20|41|54|1|16|0|3|24|0|258|41|3|0|1|54|99|16|20
6|2|0321|C|1|0|R|744|10|16|2|2|5|estrato_5|82|34|49|6|19|0|21|22|37|60|63|4|16|2|4|40|1|378|60|4|2|4|63|151|16|37
6|1|0167|B|1|0|R|252|5|5|1|1|4|estrato_4|91|15|11|0|12|1|5|6|8|15|24|2|6|3|0|14|0|122|15|0|3|2|24|50|6|8
6|2|0217|B|1|0|U|471|8|13|2|2|5|estrato_5|60|25|27|7|16|3|17|15|18|34|36|6|15|3|2|23|1|248|34|2|3|6|36|110|15|18
6|1|0083|B|1|0|M|377|1|3|1|1|4|estrato_4|6|7|17|5|15|3|16|11|9|35|32|1|9|0|1|21|0|182|35|1|0|1|32|74|9|9
6|2|0290|C|1|0|M|712|10|16|2|2|2|estrato_2|95|18|41|7|12|5|25|21|20|58|65|5|18|3|5|36|0|339|58|5|3|5|65|129|18|20
6|1|0124|B|1|0|M|576|4|6|1|1|3|estrato_3|89|25|37|2|25|1|19|12|26|42|52|3|24|3|3|35|1|310|42|3|3|3|52|121|24|26
6|1|0103|B|1|0|M|528|2|4|1|1|4|estrato_4|62|22|28|4|17|1|17|11|17|36|34|1|13|3|6|29|1|240|36|6|3|1|34|100|13|17
6|2|0248|C|4|0|M|710|8|12|2|2|2|estrato_2|42|29|36|10|30|3|16|15|18|64|73|2|27|1|4|31|1|360|64|4|1|2|73|139|27|18
6|2|0208|C|1|0|U|402|8|13|2|2|2|estrato_2|58|23|19|6|14|3|7|6|17|31|41|3|8|0|2|13|0|193|31|2|0|3|41|78|8|17
6|1|0145|E|1|5|M|688|5|4|1|1|3|estrato_3|132|32|42|4|10|6|28|13|29|54|69|4|18|2|3|32|0|346|54|3|2|4|69|135|18|29
6|1|0351|B|1|0|U|462|5|8|1|1|1|estrato_1|109|17|17|11|10|6|18|10|18|31|46|3|19|1|0|26|0|233|31|0|1|3|46|89|19|18
6|2|0178|B|1|0|M|621|6|9|2|2|6|estrato_6|8|33|25|5|17|4|23|11|14|49|53|4|22|2|3|28|0|293|49|3|2|4|53|118|22|14
6|1|0060|E|1|5|U|716|1|1|1|1|4|estrato_4|57|27|37|7|17|3|21|18|26|52|57|7|38|1|7|35|2|355|52|7|1|7|57|130|38|26
6|1|0001|C|7|0|U|713|1|6|1|1|3|estrato_3|31|29|41|7|22|8|28|13|28|65|64|4|21|1|4|36|0|371|65|4|1|4|64|148|21|28
6|1|0001|C|3|0|U|714|1|6|1|1|3|estrato_3|30|27|45|9|19|2|19|20|20|61|69|5|17|4|3|32|0|352|61|3|4|5|69|141|17|20
6|1|0050|B|1|0|U|403|1|1|1|1|1|estrato_1|38|18|22|5|11|2|16|16|17|34|44|3|12|1|3|14|0|218|34|3|1|3|44|90|12|17
6|2|0285|B|1|0|U|682|10|10|2|2|6|estrato_6|91|34|42|4|21|1|25|11|30|47|59|4|19|3|5|29|0|334|47|5|3|4|59|138|19|30
6|2|0283|B|1|0|U|687|10|10|2|2|6|estrato_6|92|43|34|6|16|3|28|17|26|41|64|4|23|1|2|29|0|337|41|2|1|4|64|147|23|26
6|1|0139|C|2|0|U|714|5|7|1|1|3|estrato_3|122|29|36|6|17|4|20|10|38|62|73|2|19|1|3|46|1|367|62|3|1|2|73|122|19|38
6|2|0238|C|2|0|M|685|8|11|2|2|2|estrato_2|27|29|48|9|24|3|25|15|19|62|52|4|23|6|7|41|0|367|62|7|6|4|52|153|23|19
6|1|0067|B|1|0|U|483|1|2|1|1|3|estrato_3|15|19|22|2|13|2|19|14|19|30|47|5|7|1|1|17|0|218|30|1|1|5|47|91|7|19
6|1|0127|C|1|0|U|597|4|6|1|1|1|estrato_1|80|28|29|6|18|2|15|18|20|46|48|1|25|4|3|34|0|297|46|3|4|1|48|116|25|20
6|1|0123|B|1|0|M|718|4|6|1|1|3|estrato_3|90|26|40|5|22|7|20|18|29|58|59|7|23|1|3|34|0|352|58|3|1|7|59|138|23|29
6|2|0236|E|1|0|M|703|8|11|2|2|5|estrato_5|23|34|38|4|22|5|25|16|30|61|75|2|23|3|2|26|0|366|61|2|3|2|75|144|23|30
6|2|0228|E|3|0|R|300|8|14|2|2|5|estrato_5|14|12|20|3|7|2|11|9|14|22|24|0|14|0|2|20|0|160|22|2|0|0|24|64|14|14
6|1|0117|C|1|0|M|425|3|5|1|1|4|estrato_4|72|24|20|3|17|2|11|12|14|41|41|0|13|0|1|21|0|220|41|1|0|0|41|89|13|14
6|1|0149|B|1|0|U|513|5|4|1|1|3|estrato_3|118|15|28|6|16|4|20|10|17|35|42|2|20|2|4|19|0|240|35|4|2|2|42|99|20|17
6|1|0013|C|1|0|U|514|1|6|1|1|3|estrato_3|44|32|21|2|19|3|22|10|24|41|53|2|13|1|2|22|0|267|41|2|1|2|53|109|13|24
6|2|0217|C|1|0|U|470|8|13|2|2|5|estrato_5|60|16|22|2|18|1|12|14|15|36|41|3|21|0|5|22|0|228|36|5|0|3|41|85|21|15
6|2|0311|C|1|0|U|679|10|15|2|2|5|estrato_5|109|33|40|7|19|2|32|22|21|65|65|2|20|1|5|23|0|357|65|5|1|2|65|155|20|21
6|2|0298|B|1|0|M|658|10|15|2|2|5|estrato_5|99|24|32|9|21|3|19|9|27|46|51|1|23|3|2|27|0|297|46|2|3|1|51|117|23|27
6|1|0147|C|1|0|U|687|5|7|1|1|3|estrato_3|116|38|32|8|19|2|16|9|20|46|67|3|19|3|5|32|0|319|46|5|3|3|67|124|19|20
6|1|0127|B|1|0|U|598|4|6|1|1|1|estrato_1|83|27|32|4|20|6|10|13|21|44|67|7|25|1|4|32|0|313|44|4|1|7|67|112|25|21
6|2|0236|E|2|2|M|719|8|11|2|2|5|estrato_5|24|33|38|8|27|4|20|21|34|62|53|2|28|3|3|31|0|367|62|3|3|2|53|151|28|34
6|1|0082|E|1|0|M|384|1|3|1|1|1|estrato_1|40|23|20|2|5|3|9|12|10|38|37|2|10|0|1|13|0|185|38|1|0|2|37|74|10|10
6|1|0125|C|1|0|M|620|4|6|1|1|4|estrato_4|80|28|30|3|13|2|20|15|23|54|47|3|25|2|2|36|0|303|54|2|2|3|47|111|25|23
6|1|0139|E|1|4|U|626|5|7|1|1|3|estrato_3|124|42|26|6|17|5|18|25|23|54|64|9|12|1|4|30|0|336|54|4|1|9|64|139|12|23
6|2|0244|C|3|0|U|706|8|12|2|2|2|estrato_2|34|38|36|9|16|3|20|11|25|54|64|2|28|3|2|34|0|345|54|2|3|2|64|133|28|25
6|1|0035|B|1|0|U|631|1|1|1|1|1|estrato_1|33|36|32|4|17|5|21|10|29|47|64|5|22|1|5|24|0|322|47|5|1|5|64|125|22|29
6|2|0221|C|1|0|U|506|8|13|2|2|6|estrato_6|61|17|24|4|19|2|14|9|27|40|44|3|17|0|2|23|0|245|40|2|0|3|44|89|17|27
6|2|0318|C|1|0|U|484|10|16|2|2|6|estrato_6|80|26|25|7|6|4|12|11|25|36|41|4|19|1|0|25|0|242|36|0|1|4|41|91|19|25
6|1|0023|C|3|0|U|647|1|3|1|1|1|estrato_1|45|28|42|11|12|5|20|10|19|61|59|3|24|4|4|34|0|336|61|4|4|3|59|128|24|19
6|1|0140|C|1|0|M|670|5|7|1|1|3|estrato_3|120|43|26|8|17|7|24|14|26|59|68|1|26|3|5|29|0|356|59|5|3|1|68|139|26|26
6|1|0152|C|1|0|U|718|5|5|1|1|1|estrato_1|95|32|38|2|26|7|25|10|26|60|60|5|28|1|3|32|0|355|60|3|1|5|60|140|28|26
6|1|0060|E|1|3|U|716|1|1|1|1|4|estrato_4|56|31|41|7|17|5|23|13|30|69|63|5|23|1|2|41|0|371|69|2|1|5|63|137|23|30
6|2|0236|E|3|0|M|734|8|11|2|2|5|estrato_5|25|32|31|8|25|2|18|16|30|65|74|7|15|2|3|40|1|369|65|3|2|7|74|132|15|30
6|2|0248|C|3|0|M|710|8|12|2|2|2|estrato_2|38|33|46|7|17|2|16|15|33|49|66|5|29|4|2|31|0|355|49|2|4|5|66|136|29|33
6|2|0238|E|2|5|M|709|8|11|2|2|2|estrato_2|29|29|37|9|23|4|22|21|28|64|53|6|26|6|1|34|0|363|64|1|6|6|53|145|26|28
6|1|0054|B|1|0|U|580|1|2|1|1|3|estrato_3|17|21|34|5|18|2|22|15|22|38|52|1|18|1|0|26|0|275|38|0|1|1|52|117|18|22
6|2|0258|C|1|0|U|664|8|13|2|2|6|estrato_6|52|27|31|8|25|1|18|15|21|47|63|5|21|1|3|43|0|329|47|3|1|5|63|125|21|21
6|1|0026|C|1|0|U|409|1|2|1|1|1|estrato_1|22|17|21|4|19|2|14|7|17|34|38|0|15|1|1|26|0|216|34|1|1|0|38|84|15|17
