335
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRI|PRD|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PT|PVEM|MORENA|PANAL|PT_PVEM_MORENA_PANAL|PT_PVEM_MORENA|PT_PVEM_PANAL|PT_MORENA_PANAL|PVEM_MORENA_PANAL|PT_PVEM|PT_MORENA|PT_PANAL|PVEM_MORENA|PVEM_PANAL|MORENA_PANAL|MC|PAZ|MD|PP|PES|RSP|FPM|CNR|NULOS|TOTAL|AMRF|C_MD|CEAM|DMA|FCM|FSPT|JVB|MGMP|MGZ
32|4|1142|B|1|0|R|509|38|15|4|4|14|estrato_14|116|10|34|15|11|5|18|2|10|21|4|0|2|6|5|1|9|2|7|9|5|8|7|1|19|24|1|5|7|10|0|4|262|1|24|95|96|19|7|1|5|10
32|3|0832|B|1|0|R|247|26|12|3|3|10|estrato_10|13|3|27|4|1|0|10|0|5|12|2|0|0|3|5|0|5|2|14|4|1|4|4|0|9|7|1|1|2|2|0|0|128|0|7|45|61|9|2|1|1|2
32|4|0516|B|1|0|R|682|57|8|4|4|11|estrato_11|123|12|54|21|13|5|24|1|11|28|3|1|3|15|3|2|8|1|16|15|5|8|9|2|34|20|6|5|6|9|0|3|343|2|20|130|128|34|6|6|5|9
32|2|1723|B|1|0|U|483|55|11|2|2|2|estrato_2|49|8|39|13|4|0|13|3|7|16|4|1|2|8|3|1|11|1|13|8|4|9|2|0|24|11|5|1|8|7|0|4|230|0|11|80|90|24|8|5|1|7
32|2|1437|B|1|0|R|163|46|10|2|2|2|estrato_2|33|5|9|1|3|1|4|0|6|4|0|0|1|3|1|0|3|0|8|1|3|3|1|1|8|9|3|3|2|3|0|0|86|1|9|23|34|8|2|3|3|3
32|3|1783|B|1|0|U|551|56|2|3|3|6|estrato_6|104|6|48|11|15|1|22|1|10|15|1|1|0|15|2|1|6|0|16|12|6|13|8|2|27|25|5|6|6|11|0|3|295|2|25|104|106|27|6|5|6|11
32|2|0982|B|1|0|M|500|34|13|2|2|2|estrato_2|125|8|32|9|7|1|28|2|9|22|3|2|0|8|2|1|8|1|9|10|6|9|3|2|18|15|9|1|8|7|0|7|247|2|15|87|93|18|8|9|1|7
32|1|0169|B|1|0|U|701|10|6|1|1|4|estrato_4|65|21|51|13|11|1|26|1|11|30|2|2|1|10|3|3|9|3|25|16|6|10|10|5|34|30|9|2|10|12|0|2|369|5|30|124|141|34|10|9|2|12
32|2|0617|B|1|0|U|654|20|10|2|2|5|estrato_5|4|11|60|11|7|6|20|1|9|20|8|0|1|7|3|2|12|2|22|13|3|12|6|1|29|21|4|5|11|9|1|2|319|1|21|116|120|29|11|4|5|9
32|3|1606|C|1|0|R|517|50|4|3|3|6|estrato_6|159|8|39|16|6|4|25|0|6|20|2|1|1|12|5|0|4|3|17|3|3|11|3|3|25|28|2|5|4|6|0|2|264|3|28|98|91|25|4|2|5|6
32|3|1818|C|1|0|U|436|56|1|3|3|6|estrato_6|125|9|36|9|3|1|17|0|8|15|2|0|1|10|1|1|1|0|13|8|2|5|5|0|15|23|1|2|8|7|0|3|206|0|23|75|72|15|8|1|2|7
32|1|0258|B|1|0|R|205|10|7|1|1|8|estrato_8|92|2|13|7|4|0|9|0|6|5|2|0|1|3|4|0|1|1|5|6|2|2|2|0|16|11|2|0|5|2|0|1|112|0|11|35|40|16|5|2|0|2
32|1|0212|C|1|0|M|619|10|7|1|1|4|estrato_4|101|11|36|10|9|3|39|4|13|24|2|0|3|21|4|1|9|2|31|9|3|6|6|1|37|26|5|1|8|4|0|2|330|1|26|112|134|37|8|5|1|4
32|3|1234|B|1|0|M|549|39|18|3|3|3|estrato_3|63|8|44|14|7|0|15|0|8|17|7|5|3|14|4|2|7|3|15|7|4|5|5|4|26|22|4|2|10|6|1|2|271|4|22|88|106|26|10|4|2|6
32|4|1690|B|1|0|R|437|54|15|4|4|11|estrato_11|140|8|37|8|2|0|14|3|10|18|2|1|1|11|1|2|3|2|18|13|2|10|4|3|25|15|6|1|6|6|0|2|234|3|15|72|98|25|6|6|1|6
32|4|1679|C|1|0|M|477|53|8|4|4|7|estrato_7|137|5|41|7|6|2|16|2|10|28|2|1|1|10|3|2|5|1|16|5|2|12|9|2|26|13|2|1|7|7|1|2|247|2|13|79|107|26|7|2|1|7
32|4|0510|C|4|0|U|603|17|3|4|4|7|estrato_7|22|10|40|14|8|1|21|1|13|15|8|1|0|12|2|2|4|2|26|10|6|7|8|2|31|24|7|3|6|7|0|4|295|2|24|95|116|31|6|7|3|7
32|1|0070|B|1|0|R|427|6|16|1|1|12|estrato_12|16|7|29|8|5|3|13|0|10|15|4|2|1|5|8|2|2|1|15|9|4|5|2|0|21|21|3|1|8|4|0|3|211|0|21|65|85|21|8|3|1|4
32|2|1465|B|1|0|M|411|47|14|2|2|5|estrato_5|165|11|41|11|5|0|15|0|9|13|1|2|1|7|1|0|4|2|16|8|3|6|4|1|23|19|5|2|8|5|0|1|224|1|19|83|77|23|8|5|2|5
32|2|0634|B|1|0|U|401|20|10|2|2|2|estrato_2|28|3|35|4|7|1|14|1|15|7|1|1|0|7|2|1|8|2|6|8|4|8|3|2|17|14|3|6|13|7|0|3|203|2|14|65|73|17|13|3|6|7
32|2|1752|B|1|0|R|157|55|11|2|2|9|estrato_9|43|4|16|2|1|0|2|1|3|3|0|0|0|4|1|0|2|0|7|2|2|1|2|1|5|10|1|0|1|8|0|1|80|1|10|26|27|5|1|1|0|8
32|2|1069|B|1|0|U|481|36|8|2|2|2|estrato_2|79|7|34|6|9|0|20|2|13|13|0|1|2|14|3|2|5|1|17|2|2|7|4|2|28|21|5|2|3|10|0|4|239|2|21|78|86|28|3|5|2|10
32|4|0547|B|1|0|R|400|17|4|4|4|14|estrato_14|42|13|22|7|7|1|17|0|5|15|3|0|3|4|1|0|12|2|17|6|4|3|7|0|17|16|4|1|7|6|0|2|202|0|16|67|82|17|7|4|1|6
32|3|1821|C|1|0|U|539|56|1|3|3|6|estrato_6|135|7|44|13|7|2|15|1|8|21|3|0|1|15|6|4|9|4|23|9|3|7|11|1|24|24|7|3|5|7|0|3|287|1|24|89|124|24|5|7|3|7
32|3|1820|C|4|0|U|662|56|1|3|3|6|estrato_6|134|11|46|21|5|4|20|1|7|18|4|1|1|14|2|5|9|7|22|8|5|9|3|1|39|24|10|5|5|8|0|1|316|1|24|108|115|39|5|10|5|8
32|3|0424|B|1|0|R|146|14|18|3|3|10|estrato_10|44|2|13|3|3|0|5|0|1|5|0|0|0|1|0|2|1|0|2|3|0|1|1|0|7|4|4|0|1|6|0|1|66|0|4|26|17|7|1|4|0|6
32|2|0687|B|1|0|R|189|20|10|2|2|9|estrato_9|15|4|17|6|3|0|7|0|5|10|2|1|0|1|3|0|2|1|9|2|1|1|1|1|6|7|1|2|1|2|0|1|97|1|7|37|39|6|1|1|2|2
32|1|0047|B|1|0|U|398|5|2|1|1|1|estrato_1|9|3|29|15|4|1|18|1|9|13|0|0|1|6|1|3|5|1|10|4|1|7|0|0|31|13|6|2|9|7|1|3|204|0|13|71|61|31|9|6|2|7
32|1|1309|C|1|0|U|471|42|17|1|1|8|estrato_8|120|6|39|7|8|4|17|0|8|17|4|1|3|1|1|1|7|0|12|6|4|8|4|1|22|21|3|4|7|4|1|0|221|1|21|81|77|22|7|3|4|4
32|2|1385|B|1|0|M|609|43|10|2|2|9|estrato_9|24|12|48|9|4|2|20|2|9|13|2|0|1|22|2|2|10|1|25|13|3|6|5|0|26|16|5|3|4|15|0|8|288|0|16|97|114|26|4|5|3|15
32|3|0846|B|1|0|R|138|26|12|3|3|10|estrato_10|12|1|17|4|1|0|7|0|3|6|0|0|0|5|0|0|1|0|3|1|1|2|2|0|9|1|2|1|2|2|0|0|71|0|1|30|24|9|2|2|1|2
32|4|1687|C|1|0|M|514|54|15|4|4|7|estrato_7|145|7|39|10|8|3|22|1|7|10|3|0|2|10|4|0|5|3|15|7|4|8|6|1|28|17|2|2|6|11|0|2|243|1|17|90|84|28|6|2|2|11
32|4|0470|E|3|1|M|638|17|4|4|4|7|estrato_7|54|10|40|12|8|3|22|3|13|20|1|2|2|15|6|3|10|5|28|9|2|8|8|2|26|26|6|4|6|8|1|5|314|2|26|98|132|26|6|6|4|8
32|4|0539|C|1|0|M|673|17|3|4|4|14|estrato_14|13|17|62|8|6|3|22|2|12|22|3|3|2|14|4|4|11|1|23|13|5|12|4|2|36|22|9|2|9|9|0|3|345|2|22|120|133|36|9|9|2|9
32|1|1319|B|1|0|R|628|42|17|1|1|8|estrato_8|119|8|47|17|5|4|25|2|15|16|4|1|0|16|0|1|10|4|20|9|10|11|9|3|39|24|6|2|4|5|0|9|326|3|24|108|126|39|4|6|2|5
32|1|0277|C|1|0|M|530|10|5|1|1|4|estrato_4|43|7|46|13|7|4|16|2|9|13|3|1|0|10|4|2|9|3|17|2|3|9|6|0|27|23|5|5|4|8|0|3|261|0|23|95|91|27|4|5|5|8
32|3|1228|B|1|0|U|615|39|16|3|3|10|estrato_10|54|9|42|16|8|3|26|1|15|24|2|0|3|15|1|2|7|3|22|10|10|8|10|2|37|18|3|4|7|12|0|1|321|2|18|105|132|37|7|3|4|12
32|1|0250|B|1|0|M|593|10|5|1|1|12|estrato_12|28|12|41|13|9|1|24|3|14|16|0|1|1|10|2|2|8|2|15|16|5|7|6|2|35|20|9|2|9|8|0|2|295|2|20|103|105|35|9|9|2|8
32|2|1487|B|1|0|U|378|48|14|2|2|5|estrato_5|150|6|24|14|4|4|16|1|5|9|1|0|0|7|3|4|3|0|11|7|3|10|4|2|15|21|3|3|3|14|0|1|198|2|21|69|67|15|3|3|3|14
32|2|0559|B|1|0|R|295|18|13|2|2|9|estrato_9|100|7|25|6|2|0|3|2|3|10|3|0|0|8|0|2|4|1|9|5|2|6|4|1|14|12|3|0|4|4|0|2|142|1|12|45|57|14|4|3|0|4
32|3|0949|C|1|0|M|495|32|2|3|3|6|estrato_6|155|8|37|9|5|2|19|1|10|15|3|0|1|10|1|3|8|2|13|8|3|8|5|5|29|20|3|1|8|12|0|3|252|5|20|81|90|29|8|3|1|12
32|1|1270|B|1|0|R|468|40|16|1|1|12|estrato_12|117|14|31|11|4|3|12|1|15|17|5|0|0|11|3|2|9|4|12|11|3|3|7|2|27|25|4|1|7|6|0|3|253|2|25|76|102|27|7|4|1|6
32|1|0240|C|1|0|U|524|10|7|1|1|12|estrato_12|87|9|41|9|6|4|16|1|12|12|0|1|3|8|0|3|5|3|12|16|2|10|9|3|27|19|3|4|10|7|1|3|259|3|19|86|96|27|10|3|4|7
32|1|0244|B|1|0|M|413|10|5|1|1|12|estrato_12|27|8|34|9|4|0|14|0|10|18|3|1|0|5|0|0|4|0|18|2|1|4|2|0|27|12|4|4|8|8|0|0|200|0|12|69|68|27|8|4|4|8
32|2|0572|B|1|0|U|617|19|13|2|2|5|estrato_5|93|8|60|10|8|0|26|2|21|17|5|1|1|11|2|2|9|3|19|6|11|9|13|0|34|20|5|1|10|5|0|2|321|0|20|114|130|34|10|5|1|5
32|2|1046|B|1|0|M|405|36|8|2|2|2|estrato_2|83|7|24|10|8|2|14|1|6|14|2|1|1|10|2|2|4|2|12|9|4|9|3|3|17|11|2|4|8|4|1|1|198|3|11|66|81|17|8|2|4|4
32|4|0470|C|4|0|M|657|17|4|4|4|7|estrato_7|51|14|49|15|7|1|20|0|12|22|4|0|3|15|6|5|6|1|14|7|9|12|2|0|35|24|9|5|10|5|1|1|314|0|24|106|118|35|10|9|5|5
32|2|0928|B|1|0|M|561|31|10|2|2|2|estrato_2|39|9|36|13|10|0|12|1|10|24|1|1|0|12|5|2|6|4|14|6|10|18|9|1|32|22|1|8|4|10|0|4|285|1|22|81|122|32|4|1|8|10
32|1|0311|B|1|0|R|540|10|7|1|1|12|estrato_12|103|9|40|11|3|1|18|0|12|14|5|2|2|3|1|0|5|0|13|8|6|7|6|3|26|28|3|4|10|7|0|4|251|3|28|82|84|26|10|3|4|7
32|3|1197|B|1|0|U|534|39|16|3|3|10|estrato_10|61|8|38|4|4|1|21|1|11|17|4|0|1|20|7|0|1|1|15|14|4|8|4|1|25|20|3|3|4|7|1|4|252|1|20|77|107|25|4|3|3|7
32|1|0320|B|1|0|R|146|10|7|1|1|8|estrato_8|105|2|10|1|2|0|5|0|4|3|1|0|0|4|0|0|2|0|4|4|1|0|1|1|5|10|0|1|2|4|0|0|67|1|10|20|24|5|2|0|1|4
32|1|0069|C|1|0|R|388|6|16|1|1|8|estrato_8|16|5|26|10|5|0|9|1|7|10|0|1|1|5|2|0|3|2|17|7|4|5|4|0|17|22|4|7|3|5|0|4|186|0|22|56|68|17|3|4|7|5
32|2|0644|B|1|0|U|685|20|10|2|2|2|estrato_2|9|8|71|13|4|1|22|4|15|17|2|3|2|17|4|1|7|3|15|12|4|18|8|2|37|27|8|4|10|14|0|4|357|2|27|123|128|37|10|8|4|14
32|2|0106|C|1|0|U|440|8|11|2|2|9|estrato_9|63|10|37|10|6|4|20|1|7|9|2|0|1|10|1|2|5|0|16|3|6|6|6|1|23|22|2|2|3|7|2|3|227|1|22|88|74|23|3|2|2|7
32|4|0789|B|1|0|R|484|24|9|4|4|4|estrato_4|78|7|34|9|4|1|21|1|12|23|3|0|4|12|5|2|8|1|16|11|10|6|6|1|25|15|7|1|3|7|0|1|256|1|15|77|119|25|3|7|1|7
32|4|1098|B|1|0|R|338|38|15|4|4|14|estrato_14|93|5|23|7|7|0|12|3|5|7|2|2|0|5|0|0|3|2|18|3|2|5|4|0|18|12|3|0|2|3|0|2|155|0|12|57|58|18|2|3|0|3
32|2|1760|B|1|0|R|206|55|11|2|2|9|estrato_9|53|3|19|7|2|3|8|1|3|7|1|0|1|5|1|0|5|1|8|4|2|2|0|0|12|9|1|0|4|3|0|2|114|0|9|43|40|12|4|1|0|3
32|4|1033|C|1|0|R|459|35|9|4|4|14|estrato_14|90|7|43|6|11|1|22|1|10|17|1|1|1|10|1|1|7|1|17|5|2|9|3|3|27|13|5|0|7|10|0|2|244|3|13|91|86|27|7|5|0|10
32|1|1347|B|1|0|R|406|42|17|1|1|8|estrato_8|131|7|29|7|5|0|15|0|10|6|2|1|2|9|4|2|5|2|13|7|4|5|8|3|16|19|2|4|2|10|0|2|201|3|19|63|80|16|2|2|4|10
32|2|1726|B|1|0|M|586|55|11|2|2|5|estrato_5|50|14|43|23|8|0|21|2|13|21|2|2|4|9|2|1|7|1|19|7|7|14|5|1|31|21|8|3|5|9|0|3|306|1|21|111|114|31|5|8|3|9
32|3|1790|B|1|0|U|414|56|2|3|3|6|estrato_6|130|7|26|9|3|2|12|1|9|9|2|3|2|13|1|0|7|1|12|14|1|3|2|1|23|13|3|0|8|4|0|3|194|1|13|60|79|23|8|3|0|4
32|3|1819|B|1|0|U|529|56|1|3|3|6|estrato_6|131|10|43|9|6|2|25|2|11|13|2|0|2|15|1|4|2|0|21|5|1|9|5|0|25|18|3|2|8|7|0|4|255|0|18|97|91|25|8|3|2|7
32|3|1080|B|1|0|M|484|37|12|3|3|3|estrato_3|98|5|37|13|3|2|22|1|13|13|2|0|1|6|0|3|6|1|17|5|4|7|7|0|23|19|4|1|2|6|0|5|228|0|19|83|85|23|2|4|1|6
32|3|1844|C|1|0|U|475|56|1|3|3|6|estrato_6|128|7|28|12|9|2|18|2|12|20|1|0|1|7|1|2|3|7|15|12|2|8|6|2|25|20|3|7|9|4|0|1|246|2|20|78|97|25|9|3|7|4
32|3|0886|B|1|0|U|561|29|18|3|3|6|estrato_6|24|16|45|17|7|2|20|0|13|16|2|1|1|9|4|2|6|2|17|9|5|7|8|1|34|28|2|4|10|9|0|1|298|1|28|107|102|34|10|2|4|9
32|1|0297|B|1|0|R|298|10|6|1|1|8|estrato_8|78|4|20|5|3|2|9|1|8|11|0|0|0|9|0|0|5|1|16|7|3|8|0|1|14|10|5|1|1|10|0|2|156|1|10|44|68|14|1|5|1|10
32|2|0669|E|1|0|R|80|20|10|2|2|2|estrato_2|20|1|13|1|2|0|0|1|1|4|0|0|0|0|1|0|0|1|0|1|0|1|0|1|7|6|2|1|1|1|0|0|46|1|6|18|9|7|1|2|1|1
32|2|0681|B|1|0|R|122|20|10|2|2|9|estrato_9|13|2|9|4|1|0|4|2|1|3|0|0|1|3|0|0|1|1|3|0|1|0|1|0|4|8|0|1|2|2|0|1|55|0|8|22|15|4|2|0|1|2
32|4|1666|B|1|0|R|530|52|9|4|4|14|estrato_14|130|8|39|15|7|4|26|1|7|23|1|0|0|5|1|2|8|2|19|6|5|13|2|0|34|14|5|4|1|10|0|1|263|0|14|100|94|34|1|5|4|10
32|3|1825|B|1|0|U|431|56|1|3|3|6|estrato_6|127|7|36|13|2|2|17|1|10|15|3|2|1|8|3|0|8|0|19|4|3|6|5|1|16|26|2|3|9|8|1|4|235|1|26|78|87|16|9|2|3|8
32|2|1452|B|1|0|U|442|46|10|2|2|9|estrato_9|32|9|29|11|6|0|17|0|7|16|0|1|0|8|1|1|9|2|15|2|4|6|3|0|20|25|3|1|2|7|0|4|209|0|25|72|75|20|2|3|1|7
32|2|0005|B|1|0|R|316|1|14|2|2|2|estrato_2|127|3|32|7|5|0|13|0|8|15|2|1|2|8|2|1|7|1|10|2|1|12|6|1|16|10|2|0|4|4|0|0|175|1|10|60|78|16|4|2|0|4
32|3|1848|B|1|0|U|434|56|1|3|3|3|estrato_3|139|10|36|7|6|0|15|0|7|20|2|0|1|8|2|0|5|1|21|4|2|10|8|2|16|18|4|3|7|2|0|3|220|2|18|74|91|16|7|4|3|2
32|1|0158|B|1|0|U|401|10|6|1|1|1|estrato_1|65|5|24|7|5|1|13|2|9|17|2|1|0|8|3|1|7|2|11|6|4|5|7|1|14|10|3|2|5|3|0|1|179|1|10|57|83|14|5|3|2|3
32|1|1297|C|1|0|U|413|42|17|1|1|1|estrato_1|139|6|26|12|4|3|12|0|10|7|1|2|2|6|5|2|5|1|11|6|4|6|5|1|23|15|3|1|7|8|0|3|197|1|15|63|73|23|7|3|1|8
32|2|1438|B|1|0|R|207|46|10|2|2|9|estrato_9|35|1|15|0|1|0|5|0|3|4|0|0|0|4|0|1|2|1|13|3|0|3|3|1|14|8|0|2|2|3|0|2|91|1|8|22|37|14|2|0|2|3
32|2|1443|B|1|0|M|339|46|10|2|2|9|estrato_9|33|4|26|5|5|2|13|0|6|16|1|2|2|5|2|1|4|1|12|4|2|2|6|0|15|12|2|4|3|3|0|3|163|0|12|55|66|15|3|2|4|3
32|1|0279|C|1|0|R|453|10|7|1|1|12|estrato_12|96|4|32|8|11|1|16|0|12|16|1|1|0|5|7|1|7|1|16|3|3|10|4|1|27|25|2|1|6|6|0|2|229|1|25|72|87|27|6|2|1|6
32|1|1302|C|1|0|M|441|42|17|1|1|1|estrato_1|135|8|33|8|4|0|20|0|9|13|0|2|2|4|2|1|6|1|16|10|5|11|4|2|14|12|4|2|7|7|2|4|213|2|12|73|86|14|7|4|2|7
32|3|0408|E|1|0|R|280|14|18|3|3|13|estrato_13|43|2|19|4|0|0|12|1|4|9|2|1|0|4|1|1|4|1|10|9|4|2|4|0|13|10|6|3|7|2|0|2|137|0|10|38|56|13|7|6|3|2
32|4|0464|B|1|0|U|502|17|4|4|4|7|estrato_7|58|5|40|8|5|2|14|2|12|13|0|3|3|6|1|1|5|3|17|8|5|12|8|0|16|16|5|4|9|7|0|5|235|0|16|76|97|16|9|5|4|7
32|2|1486|C|1|0|U|511|48|14|2|2|5|estrato_5|150|7|52|14|4|1|18|3|14|20|4|2|2|4|1|0|4|0|24|8|4|10|6|0|16|21|6|4|6|8|0|3|266|0|21|99|103|16|6|6|4|8
