126
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRI|PRD|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PT|PVEM|MORENA|PANAL|PT_PVEM_MORENA_PANAL|PT_PVEM_MORENA|PT_PVEM_PANAL|PT_MORENA_PANAL|PVEM_MORENA_PANAL|PT_PVEM|PT_MORENA|PT_PANAL|PVEM_MORENA|PVEM_PANAL|MORENA_PANAL|MC|PAZ|MD|PP|PES|RSP|FPM|CNR|NULOS|TOTAL|AMRF|C_MD|CEAM|DMA|FCM|FSPT|JVB|MGMP|MGZ
32|2|1430|C|1|0|R|385|45|14|2|2|9|estrato_9|160|4|34|6|7|3|12|0|6|16|2|0|2|5|0|0|4|1|8|9|5|3|3|2|26|16|3|1|4|3|0|0|185|2|16|66|64|26|4|3|1|3
32|1|0141|B|1|0|U|491|10|5|1|1|1|estrato_1|39|6|31|15|4|0|19|1|8|15|3|0|3|4|3|3|4|2|15|11|3|6|4|4|22|23|3|2|6|5|0|5|230|4|23|76|84|22|6|3|2|5
32|4|0447|B|1|0|M|722|16|8|4|4|4|estrato_4|5|10|51|21|7|3|35|0|10|18|7|4|3|13|4|3|16|5|14|15|6|14|9|3|23|36|5|5|7|17|0|3|367|3|36|127|141|23|7|5|5|17
32|4|1675|B|1|0|U|537|53|8|4|4|7|estrato_7|139|13|40|9|12|3|23|2|11|17|4|0|1|14|1|2|5|1|14|8|4|8|2|0|21|20|7|6|6|7|0|2|263|0|20|102|92|21|6|7|6|7
32|1|0240|C|1|0|U|524|10|7|1|1|12|estrato_12|87|9|41|9|6|4|16|1|12|12|0|1|3|8|0|3|5|3|12|16|2|10|9|3|27|19|3|4|10|7|1|3|259|3|19|86|96|27|10|3|4|7
32|4|0472|C|1|0|U|629|17|3|4|4|7|estrato_7|35|9|38|12|12|3|14|1|12|21|8|0|1|12|2|0|8|3|19|10|7|12|4|0|36|20|3|5|14|8|0|3|297|0|20|89|119|36|14|3|5|8
32|2|0005|B|1|0|R|316|1|14|2|2|2|estrato_2|127|3|32|7|5|0|13|0|8|15|2|1|2|8|2|1|7|1|10|2|1|12|6|1|16|10|2|0|4|4|0|0|175|1|10|60|78|16|4|2|0|4
32|3|1089|B|1|0|U|539|37|12|3|3|13|estrato_13|100|14|28|9|8|1|23|1|11|19|0|1|1|9|1|1|5|0|15|11|2|14|6|3|23|19|3|2|6|9|0|3|248|3|19|84|96|23|6|3|2|9
32|2|1542|B|1|0|M|116|49|7|2|2|9|estrato_9|194|1|6|2|1|1|2|0|2|6|0|1|1|3|0|3|2|0|6|3|2|2|2|0|4|3|0|0|0|3|0|1|57|0|3|13|33|4|0|0|0|3
32|4|0445|B|1|0|R|572|16|8|4|4|11|estrato_11|1|14|37|13|4|0|11|1|12|21|5|3|1|15|8|2|4|2|17|9|6|11|7|4|36|17|3|4|6|6|0|5|284|4|17|80|123|36|6|3|4|6
32|2|0034|B|1|0|U|464|4|14|2|2|5|estrato_5|166|12|39|8|5|0|20|2|6|17|2|2|1|6|0|1|1|2|15|12|3|12|6|0|21|12|4|2|11|4|0|2|228|0|12|86|86|21|11|4|2|4
32|1|0200|B|1|0|U|658|10|6|1|1|4|estrato_4|62|15|56|17|5|2|28|1|13|13|3|1|2|8|3|1|13|2|27|12|4|6|7|3|24|26|6|7|10|6|0|1|322|3|26|124|115|24|10|6|7|6
32|2|0752|C|1|0|R|391|23|14|2|2|5|estrato_5|129|5|36|12|6|0|13|0|4|16|3|0|0|5|1|0|4|1|12|3|4|5|3|0|18|17|4|2|9|3|0|2|188|0|17|72|61|18|9|4|2|3
32|3|1193|B|1|0|U|385|39|18|3|3|6|estrato_6|64|2|25|11|6|3|15|1|11|19|3|2|0|7|2|1|6|1|14|7|3|3|4|0|19|19|4|1|6|5|1|3|204|0|19|63|83|19|6|4|1|5
32|2|1750|B|1|0|R|199|55|11|2|2|9|estrato_9|42|5|15|3|5|1|7|0|2|8|2|0|0|7|1|0|2|1|6|7|0|1|3|1|8|7|2|1|3|2|0|0|100|1|7|36|40|8|3|2|1|2
32|4|0439|C|1|0|U|410|16|8|4|4|4|estrato_4|7|7|32|13|2|0|18|0|6|17|2|0|1|5|3|0|5|2|11|4|3|3|4|1|32|12|3|3|4|6|0|2|201|1|12|72|66|32|4|3|3|6
32|2|0662|B|1|0|R|166|20|10|2|2|9|estrato_9|20|3|13|5|3|1|6|1|2|10|1|0|0|6|0|0|2|1|7|4|3|1|3|0|9|5|3|1|2|4|1|2|99|0|5|32|40|9|2|3|1|4
32|1|0212|C|1|0|M|619|10|7|1|1|4|estrato_4|101|11|36|10|9|3|39|4|13|24|2|0|3|21|4|1|9|2|31|9|3|6|6|1|37|26|5|1|8|4|0|2|330|1|26|112|134|37|8|5|1|4
32|4|0547|B|1|0|R|400|17|4|4|4|14|estrato_14|42|13|22|7|7|1|17|0|5|15|3|0|3|4|1|0|12|2|17|6|4|3|7|0|17|16|4|1|7|6|0|2|202|0|16|67|82|17|7|4|1|6
32|1|0320|B|1|0|R|146|10|7|1|1|8|estrato_8|105|2|10|1|2|0|5|0|4|3|1|0|0|4|0|0|2|0|4|4|1|0|1|1|5|10|0|1|2|4|0|0|67|1|10|20|24|5|2|0|1|4
32|4|0785|B|1|0|M|673|24|9|4|4|7|estrato_7|82|14|40|13|12|1|34|0|11|20|3|0|3|15|5|0|10|0|22|12|5|16|11|2|33|22|8|3|14|9|0|6|344|2|22|114|133|33|14|8|3|9
32|2|0583|B|1|0|M|733|19|13|2|2|9|estrato_9|91|5|45|20|16|5|29|3|11|25|5|3|1|18|7|0|12|4|31|16|6|4|12|1|26|31|8|3|7|9|0|4|367|1|31|123|155|26|7|8|3|9
32|1|0190|C|2|0|U|663|10|6|1|1|4|estrato_4|74|8|60|12|11|2|25|1|14|17|2|1|1|11|3|1|12|3|23|6|4|7|8|1|37|30|7|5|8|8|1|4|333|1|30|119|113|37|8|7|5|8
32|3|1658|B|1|0|R|105|51|12|3|3|10|estrato_10|80|4|9|2|1|0|3|1|2|4|0|0|0|2|1|1|1|0|2|5|0|0|0|1|5|3|1|0|0|0|0|0|48|1|3|20|18|5|0|1|0|0
32|1|0271|C|1|0|U|578|10|5|1|1|12|estrato_12|32|4|34|21|13|5|25|2|12|16|4|1|2|9|3|2|11|0|14|11|6|8|8|2|34|23|7|2|5|7|0|1|292|2|23|104|107|34|5|7|2|7
32|4|0789|B|1|0|R|484|24|9|4|4|4|estrato_4|78|7|34|9|4|1|21|1|12|23|3|0|4|12|5|2|8|1|16|11|10|6|6|1|25|15|7|1|3|7|0|1|256|1|15|77|119|25|3|7|1|7
32|2|1718|B|1|0|U|695|55|11|2|2|5|estrato_5|52|10|46|8|6|4|22|1|11|26|6|2|2|9|4|1|7|5|26|16|3|10|4|2|42|37|6|3|8|11|0|6|344|2|37|97|132|42|8|6|3|11
32|3|1815|B|1|0|U|377|56|1|3|3|6|estrato_6|112|9|27|7|5|1|8|4|5|5|2|0|1|5|3|2|6|0|7|6|4|7|1|1|22|17|3|0|5|6|1|3|173|1|17|61|54|22|5|3|0|6
32|1|0054|C|4|0|M|625|5|2|1|1|1|estrato_1|11|10|47|9|7|4|20|2|17|17|1|1|2|9|3|1|8|3|24|5|2|7|13|4|42|18|7|1|7|10|0|4|305|4|18|99|113|42|7|7|1|10
32|2|0106|C|1|0|U|440|8|11|2|2|9|estrato_9|63|10|37|10|6|4|20|1|7|9|2|0|1|10|1|2|5|0|16|3|6|6|6|1|23|22|2|2|3|7|2|3|227|1|22|88|74|23|3|2|2|7
32|3|0424|B|1|0|R|146|14|18|3|3|10|estrato_10|44|2|13|3|3|0|5|0|1|5|0|0|0|1|0|2|1|0|2|3|0|1|1|0|7|4|4|0|1|6|0|1|66|0|4|26|17|7|1|4|0|6
32|1|0241|B|1|0|R|241|10|7|1|1|8|estrato_8|88|5|23|7|1|0|7|2|3|7|4|1|1|4|0|0|5|0|9|5|4|2|1|0|8|11|3|2|5|2|0|3|125|0|11|45|46|8|5|3|2|2
32|1|0327|B|1|0|R|161|10|7|1|1|8|estrato_8|106|1|13|2|1|2|9|0|5|6|0|1|1|2|0|0|3|0|7|2|0|5|0|1|12|6|1|0|2|1|0|0|83|1|6|28|32|12|2|1|0|1
32|4|0539|C|5|0|M|672|17|3|4|4|14|estrato_14|12|12|54|11|5|2|23|1|11|26|6|1|2|18|3|1|9|3|18|12|8|11|6|0|44|23|8|2|17|9|0|5|351|0|23|108|135|44|17|8|2|9
32|3|1818|C|1|0|U|436|56|1|3|3|6|estrato_6|125|9|36|9|3|1|17|0|8|15|2|0|1|10|1|1|1|0|13|8|2|5|5|0|15|23|1|2|8|7|0|3|206|0|23|75|72|15|8|1|2|7
32|4|1889|C|1|0|U|516|17|4|4|4|4|estrato_4|69|6|41|14|6|1|13|0|8|24|4|0|1|8|1|2|2|4|13|13|4|9|7|0|29|22|5|4|8|7|2|1|259|0|22|81|100|29|8|5|4|7
32|2|0977|C|1|0|U|434|34|13|2|2|2|estrato_2|113|10|33|10|2|1|15|0|11|11|1|1|3|10|3|3|8|2|12|5|1|10|3|1|28|20|4|0|9|4|0|3|224|1|20|71|84|28|9|4|0|4
32|1|1312|B|1|0|U|491|42|17|1|1|12|estrato_12|124|9|27|8|9|0|17|0|7|15|1|2|1|10|1|2|6|3|20|12|3|6|10|3|27|25|5|2|10|6|0|1|248|3|25|70|99|27|10|5|2|6
32|2|1487|B|1|0|U|378|48|14|2|2|5|estrato_5|150|6|24|14|4|4|16|1|5|9|1|0|0|7|3|4|3|0|11|7|3|10|4|2|15|21|3|3|3|14|0|1|198|2|21|69|67|15|3|3|3|14
32|3|0904|B|1|0|R|502|29|18|3|3|13|estrato_13|30|10|29|8|12|0|12|2|9|20|3|2|5|10|2|1|5|6|10|8|4|5|8|5|29|15|2|0|9|12|0|5|248|5|15|73|98|29|9|2|0|12
32|3|1819|B|1|0|U|529|56|1|3|3|6|estrato_6|131|10|43|9|6|2|25|2|11|13|2|0|2|15|1|4|2|0|21|5|1|9|5|0|25|18|3|2|8|7|0|4|255|0|18|97|91|25|8|3|2|7
32|2|1452|B|1|0|U|442|46|10|2|2|9|estrato_9|32|9|29|11|6|0|17|0|7|16|0|1|0|8|1|1|9|2|15|2|4|6|3|0|20|25|3|1|2|7|0|4|209|0|25|72|75|20|2|3|1|7
32|1|1267|B|1|0|R|357|40|16|1|1|8|estrato_8|116|8|22|3|7|2|16|1|4|8|3|2|1|7|4|2|7|4|16|7|2|3|6|1|17|11|1|4|3|9|0|1|182|1|11|59|76|17|3|1|4|9
32|1|0060|B|1|0|R|126|5|2|1|1|8|estrato_8|11|6|10|2|2|1|1|0|4|6|0|0|1|2|1|1|1|2|4|1|2|1|1|0|8|7|0|2|1|1|0|1|69|0|7|22|27|8|1|0|2|1
32|1|1301|C|1|0|U|404|42|17|1|1|1|estrato_1|141|4|26|8|9|0|14|0|15|9|5|4|1|5|2|1|6|1|8|11|3|3|6|0|24|17|4|2|3|3|0|0|194|0|17|61|80|24|3|4|2|3
32|4|0535|B|1|0|R|633|17|3|4|4|7|estrato_7|10|11|51|14|7|2|30|2|16|26|2|1|2|10|6|2|8|2|29|12|7|12|4|3|28|29|4|3|4|4|0|1|332|3|29|117|139|28|4|4|3|4
32|3|0847|B|1|0|R|118|26|12|3|3|13|estrato_13|23|2|8|6|1|0|4|0|0|4|2|0|1|3|0|1|2|0|3|2|1|3|0|0|2|4|2|0|0|3|0|0|54|0|4|21|22|2|0|2|0|3
32|2|0617|C|3|0|U|654|20|10|2|2|5|estrato_5|4|16|55|16|7|1|27|0|12|19|2|2|0|16|6|2|10|4|18|6|6|6|7|1|47|20|3|3|9|10|0|3|334|1|20|122|116|47|9|3|3|10
32|1|0070|B|1|0|R|427|6|16|1|1|12|estrato_12|16|7|29|8|5|3|13|0|10|15|4|2|1|5|8|2|2|1|15|9|4|5|2|0|21|21|3|1|8|4|0|3|211|0|21|65|85|21|8|3|1|4
32|2|1079|B|1|0|R|183|36|8|2|2|9|estrato_9|79|10|21|4|4|2|7|0|1|5|0|1|1|4|3|0|3|1|8|1|1|1|4|1|8|8|2|1|1|2|0|2|107|1|8|48|34|8|1|2|1|2
32|4|0539|C|2|0|M|672|17|3|4|4|14|estrato_14|13|5|46|20|7|1|20|1|10|24|5|1|2|9|5|2|11|4|26|9|4|10|8|1|28|29|5|1|7|22|0|4|327|1|29|100|130|28|7|5|1|22
32|3|1856|C|1|0|U|450|56|1|3|3|6|estrato_6|118|7|31|9|7|2|18|0|10|13|2|1|2|3|3|2|7|1|16|8|6|6|10|1|24|17|3|4|9|7|0|0|229|1|17|74|90|24|9|3|4|7
32|4|0510|C|4|0|U|603|17|3|4|4|7|estrato_7|22|10|40|14|8|1|21|1|13|15|8|1|0|12|2|2|4|2|26|10|6|7|8|2|31|24|7|3|6|7|0|4|295|2|24|95|116|31|6|7|3|7
32|1|1309|C|1|0|U|471|42|17|1|1|8|estrato_8|120|6|39|7|8|4|17|0|8|17|4|1|3|1|1|1|7|0|12|6|4|8|4|1|22|21|3|4|7|4|1|0|221|1|21|81|77|22|7|3|4|4
32|2|0746|B|1|0|U|487|23|14|2|2|5|estrato_5|131|10|35|3|2|2|21|3|11|15|3|1|3|7|1|1|5|1|12|11|8|9|8|0|25|16|1|2|4|10|0|2|232|0|16|76|96|25|4|1|2|10
32|2|1726|B|1|0|M|586|55|11|2|2|5|estrato_5|50|14|43|23|8|0|21|2|13|21|2|2|4|9|2|1|7|1|19|7|7|14|5|1|31|21|8|3|5|9|0|3|306|1|21|111|114|31|5|8|3|9
32|1|0125|B|1|0|R|320|9|17|1|1|8|estrato_8|18|6|20|11|4|4|12|0|6|13|4|0|0|3|0|2|4|4|14|8|1|4|5|1|13|19|2|0|3|2|0|3|168|1|19|57|68|13|3|2|0|2
32|2|0617|B|1|0|U|654|20|10|2|2|5|estrato_5|4|11|60|11|7|6|20|1|9|20|8|0|1|7|3|2|12|2|22|13|3|12|6|1|29|21|4|5|11|9|1|2|319|1|21|116|120|29|11|4|5|9
32|1|0122|B|1|0|M|346|9|17|1|1|8|estrato_8|17|6|26|3|6|1|13|1|6|7|1|1|3|9|4|1|3|2|8|5|2|3|1|2|18|15|2|3|6|9|0|3|170|2|15|56|56|18|6|2|3|9
32|4|0453|B|1|0|U|546|16|8|4|4|14|estrato_14|8|7|42|10|2|1|20|1|11|27|4|0|0|8|2|0|5|3|10|8|3|11|4|1|21|26|2|5|8|10|0|2|254|1|26|83|96|21|8|2|5|10
32|1|0175|B|1|0|U|517|10|6|1|1|4|estrato_4|66|7|35|8|8|3|19|2|10|16|4|1|1|5|3|3|12|3|12|5|9|8|4|2|27|26|3|3|5|7|0|2|253|2|26|82|96|27|5|3|3|7
32|4|1896|C|1|0|U|380|17|4|4|4|7|estrato_7|64|5|39|6|6|2|12|2|3|16|3|1|0|7|1|2|6|1|9|8|5|2|1|0|23|17|2|1|3|6|0|3|192|0|17|72|65|23|3|2|1|6
32|4|0532|C|1|0|U|551|57|8|4|4|7|estrato_7|127|11|39|7|12|5|21|0|15|15|3|2|1|8|1|2|11|1|19|7|2|6|6|2|28|27|5|6|8|6|0|3|279|2|27|95|99|28|8|5|6|6
32|1|1256|C|1|0|M|671|40|16|1|1|4|estrato_4|115|11|50|15|10|1|37|2|13|25|2|1|1|12|3|1|7|1|27|11|5|7|14|2|30|23|3|5|11|12|0|0|342|2|23|126|130|30|11|3|5|12
32|1|0297|B|1|0|R|298|10|6|1|1|8|estrato_8|78|4|20|5|3|2|9|1|8|11|0|0|0|9|0|0|5|1|16|7|3|8|0|1|14|10|5|1|1|10|0|2|156|1|10|44|68|14|1|5|1|10
32|1|0251|B|1|0|R|718|10|5|1|1|8|estrato_8|28|9|52|10|11|3|26|1|15|21|3|2|2|13|2|4|11|4|30|7|8|6|8|2|42|28|4|2|12|10|1|3|352|2|28|112|136|42|12|4|2|10
32|4|0449|C|1|0|R|401|16|8|4|4|14|estrato_14|9|4|38|8|6|0|14|0|8|13|1|0|2|4|1|0|4|2|17|3|3|3|8|0|20|15|7|3|6|4|0|2|196|0|15|70|69|20|6|7|3|4
32|4|1676|C|1|0|M|528|53|8|4|4|11|estrato_11|138|10|36|18|8|3|21|0|9|14|2|0|2|10|3|1|4|0|13|11|3|6|3|5|30|17|4|3|3|4|0|3|246|5|17|96|81|30|3|4|3|4
32|3|1287|B|1|0|R|351|41|12|3|3|13|estrato_13|5|6|23|9|5|1|22|0|9|11|2|0|0|6|2|0|8|0|9|7|1|2|6|3|15|13|1|1|1|5|1|0|169|3|13|66|63|15|1|1|1|5
32|1|0229|B|1|0|U|739|10|5|1|1|4|estrato_4|24|16|45|13|10|3|19|1|16|24|3|0|4|14|4|2|12|1|19|7|6|14|4|1|49|26|7|10|9|11|0|1|351|1|26|107|130|49|9|7|10|11
32|1|0054|C|3|0|M|625|5|2|1|1|1|estrato_1|10|8|56|13|7|3|30|1|9|21|6|1|2|9|3|3|12|2|20|11|4|6|8|2|39|22|5|5|12|6|1|3|330|2|22|118|117|39|12|5|5|6
32|3|1228|B|1|0|U|615|39|16|3|3|10|estrato_10|54|9|42|16|8|3|26|1|15|24|2|0|3|15|1|2|7|3|22|10|10|8|10|2|37|18|3|4|7|12|0|1|321|2|18|105|132|37|7|3|4|12
32|3|1809|B|1|0|U|469|56|2|3|3|6|estrato_6|110|8|39|8|8|4|16|1|10|14|3|0|2|5|2|0|11|2|10|7|2|7|6|1|30|16|5|1|2|2|0|3|225|1|16|84|81|30|2|5|1|2
32|1|0231|C|1|0|M|428|10|5|1|1|12|estrato_12|26|6|38|7|4|0|18|2|12|15|4|0|2|5|4|2|5|2|9|4|3|5|7|1|20|21|3|4|1|10|0|1|215|1|21|75|79|20|1|3|4|10
32|4|0461|B|1|0|U|618|17|3|4|4|7|estrato_7|25|9|38|9|8|0|23|2|10|17|6|1|2|19|2|0|10|2|23|11|3|14|4|1|39|33|1|3|11|8|3|6|318|1|33|89|124|39|11|1|3|8
32|4|0463|C|2|0|U|606|17|4|4|4|7|estrato_7|57|7|48|12|10|4|24|2|16|28|4|1|2|10|3|2|10|1|19|9|6|11|4|4|23|24|4|6|9|10|0|2|315|4|24|107|126|23|9|4|6|10
32|2|0663|B|1|0|R|280|20|10|2|2|9|estrato_9|18|7|20|1|4|2|8|0|10|6|2|0|0|3|1|1|8|0|10|2|3|5|2|0|16|11|1|1|6|5|0|2|137|0|11|42|53|16|6|1|1|5
32|3|1787|B|1|0|U|338|56|2|3|3|3|estrato_3|104|7|22|5|7|0|16|1|4|9|2|2|1|9|4|1|1|0|17|2|4|6|1|1|22|15|3|2|7|5|2|1|179|1|15|58|63|22|7|3|2|5
