112
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRI|PRD|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PT|PVEM|MORENA|PANAL|PT_PVEM_MORENA_PANAL|PT_PVEM_MORENA|PVEM_MORENA_PANAL|PT_PVEM_PANAL|PT_MORENA_PANAL|PT_PVEM|PVEM_MORENA|PVEM_PANAL|PT_MORENA|PT_PANAL|MORENA_PANAL|MC|VIVA|LN|PES|RSP|FPM|CNR|NULOS|TOTAL|AGJ|BGTL|GENS|IFM|MANQ|NMC|NRI|VMCV
18|1|0567|B|1|0|R|744|16|2|1|1|8|estrato_8|119|0|12|5|39|13|2|21|18|1|16|2|21|12|12|0|9|16|36|12|40|7|0|12|46|6|9|0|0|3|2|372|6|0|92|12|202|0|9|46
18|2|0695|C|1|0|U|690|17|12|2|2|4|estrato_4|122|1|13|1|59|13|0|7|18|2|11|0|23|9|13|1|8|22|27|11|36|5|0|6|33|11|8|0|0|1|1|340|11|0|94|6|186|0|8|33
18|2|0706|B|1|0|U|687|17|11|2|2|4|estrato_4|104|2|13|2|47|8|1|22|16|2|15|0|15|11|10|0|9|18|35|13|33|5|1|9|36|10|9|0|0|0|1|343|10|0|95|9|183|0|9|36
18|2|0906|B|1|0|U|415|17|8|2|2|2|estrato_2|54|0|12|0|23|4|0|10|8|0|14|0|6|11|3|0|7|16|16|5|23|4|0|5|24|7|4|1|0|1|0|204|7|0|49|5|113|1|4|24
18|3|0978|C|2|0|U|671|4|18|3|3|9|estrato_9|137|0|22|2|38|16|1|25|12|0|12|2|15|8|15|1|9|13|45|14|32|4|0|4|33|8|5|0|0|0|4|340|8|0|104|4|182|0|5|33
18|3|0098|C|3|0|M|703|4|17|3|3|9|estrato_9|111|0|18|5|45|17|0|15|14|0|14|1|17|11|17|0|8|18|29|14|37|10|1|10|35|7|5|1|0|3|3|355|7|0|100|10|191|1|5|35
18|1|0270|C|2|0|R|546|9|3|1|1|6|estrato_6|32|0|12|2|30|13|0|8|18|0|7|1|11|12|14|0|10|11|26|14|24|4|0|7|32|6|6|0|0|1|0|269|6|0|65|7|152|0|6|32
18|1|0485|C|1|0|U|387|15|5|1|1|6|estrato_6|111|0|5|0|24|8|0|12|17|3|3|1|4|6|10|0|4|12|15|8|22|6|0|6|19|7|3|0|0|1|1|197|7|0|49|6|111|0|3|19
18|3|0136|B|1|0|U|690|5|15|3|3|5|estrato_5|74|0|12|3|34|17|0|10|19|0|10|1|17|15|9|2|11|25|42|12|25|12|0|10|42|11|3|1|0|0|2|345|11|0|76|10|200|1|3|42
18|2|0663|C|1|0|U|643|17|6|2|2|4|estrato_4|21|3|17|0|44|14|0|19|10|1|10|2|11|16|12|1|8|12|34|10|34|9|0|6|40|10|4|1|0|1|0|329|10|0|97|6|170|1|4|40
18|2|0889|B|1|0|U|498|17|8|2|2|2|estrato_2|72|2|10|0|26|11|1|11|8|0|12|0|9|9|12|0|3|16|37|8|26|10|0|10|21|8|4|0|0|3|1|258|8|0|61|10|150|0|4|21
18|3|0421|B|1|0|U|650|14|13|3|3|5|estrato_5|45|1|16|0|32|22|1|12|17|1|12|1|21|12|20|0|9|20|40|9|32|10|1|6|25|7|5|0|0|1|0|333|7|0|84|6|205|0|5|25
18|2|0961|B|1|0|U|542|17|7|2|2|2|estrato_2|38|1|7|0|30|12|1|12|17|2|8|1|8|8|14|1|11|14|32|14|25|8|0|7|22|5|5|0|0|1|1|267|5|0|63|7|163|0|5|22
18|2|0771|E|1|0|R|162|17|6|2|2|2|estrato_2|6|0|5|0|8|3|0|2|2|1|0|1|5|1|5|1|3|6|12|2|9|2|0|2|7|3|4|0|0|0|0|84|3|0|18|2|50|0|4|7
18|2|0907|B|1|0|U|708|17|8|2|2|2|estrato_2|56|0|9|1|31|13|0|19|13|1|12|1|19|13|15|1|14|11|48|11|24|11|1|11|38|8|10|0|0|1|2|338|8|0|73|11|195|0|10|38
18|1|0333|C|1|0|R|589|11|3|1|1|6|estrato_6|61|1|15|0|36|11|0|12|11|0|12|0|9|8|5|3|13|20|26|5|28|12|0|9|41|10|2|1|0|2|0|292|10|0|75|9|152|1|2|41
18|2|0635|B|1|0|U|647|17|9|2|2|4|estrato_4|87|0|12|1|36|14|0|11|12|1|8|1|13|13|9|2|5|18|40|11|28|7|0|12|29|4|12|0|0|2|1|302|4|0|74|12|168|0|12|29
18|1|0499|B|1|0|R|281|15|4|1|1|6|estrato_6|90|0|4|1|16|6|0|3|9|0|3|1|4|7|9|0|5|8|16|4|5|5|0|5|14|6|4|0|0|1|0|136|6|0|30|5|76|0|4|14
18|3|0146|B|1|0|R|244|5|10|3|3|7|estrato_7|78|0|4|1|9|2|0|5|10|2|2|0|7|6|4|0|1|8|21|5|7|2|0|5|11|2|3|0|0|0|0|117|2|0|21|5|75|0|3|11
18|1|0343|B|1|0|R|403|11|3|1|1|6|estrato_6|60|1|10|0|25|3|0|9|8|1|10|1|8|15|8|0|6|15|12|8|15|4|0|2|36|3|4|1|0|0|0|205|3|0|48|2|111|1|4|36
18|2|0723|C|1|0|U|592|17|11|2|2|4|estrato_4|98|3|15|2|24|7|0|19|11|3|17|0|19|9|16|0|8|9|43|7|26|3|0|9|44|10|5|0|0|1|0|310|10|0|70|9|171|0|5|44
18|3|0246|B|1|0|R|116|8|13|3|3|7|estrato_7|65|0|1|1|10|3|0|2|2|0|3|0|2|2|2|1|4|2|5|2|6|4|0|2|5|0|2|0|0|0|1|62|0|0|17|2|35|0|2|5
18|1|0275|E|1|0|R|338|9|3|1|1|6|estrato_6|30|0|7|0|18|4|0|9|5|1|4|0|5|9|4|0|6|10|23|6|18|3|0|2|21|6|6|0|0|0|1|168|6|0|38|2|94|0|6|21
18|2|0769|E|2|0|R|355|17|6|2|2|2|estrato_2|141|0|7|0|14|6|0|7|12|2|8|0|2|7|9|0|7|9|14|5|10|5|0|6|17|5|6|0|0|1|0|159|5|0|34|6|90|0|6|17
18|1|0488|B|1|0|R|740|15|5|1|1|8|estrato_8|101|3|12|1|40|21|1|15|16|2|14|0|10|14|9|0|12|33|39|21|33|11|0|10|42|6|8|0|0|1|2|376|6|0|93|10|214|0|8|42
18|1|0291|E|1|0|R|152|10|1|1|1|8|estrato_8|44|0|3|0|6|6|0|2|1|0|2|1|7|2|1|0|6|6|15|1|5|0|0|3|7|5|1|0|0|1|0|81|5|0|17|3|47|0|1|7
18|2|0674|B|1|0|U|434|17|12|2|2|2|estrato_2|116|0|8|3|29|6|0|10|9|0|8|2|5|9|14|0|9|7|25|12|14|11|0|2|29|8|8|0|0|0|0|228|8|0|56|2|125|0|8|29
18|3|0059|C|1|0|R|706|2|16|3|3|7|estrato_7|4|1|10|4|47|15|2|12|16|0|11|0|22|13|10|1|11|13|37|17|30|12|1|9|38|4|8|0|0|1|0|345|4|0|91|9|194|0|8|38
18|1|0831|C|1|0|U|444|18|4|1|1|8|estrato_8|140|0|13|1|28|11|1|5|12|0|11|0|9|13|9|0|6|12|18|12|17|7|0|5|22|5|7|0|0|1|1|226|5|0|59|5|126|0|7|22
18|3|0178|B|1|0|R|421|5|15|3|3|7|estrato_7|93|3|14|1|18|8|0|10|23|2|14|2|2|7|15|1|3|11|17|8|13|4|0|7|16|7|4|0|0|1|1|212|7|0|54|7|122|0|4|16
18|1|0012|B|1|0|U|623|1|1|1|1|1|estrato_1|9|0|12|2|22|11|0|16|18|3|12|0|14|13|13|1|6|11|41|4|32|4|0|5|30|9|7|0|0|0|1|287|9|0|63|5|172|0|7|30
18|3|0215|C|1|0|U|657|7|16|3|3|3|estrato_3|44|2|13|1|33|8|0|16|20|0|11|2|17|12|13|1|9|14|39|12|29|11|0|7|30|11|8|0|0|1|3|323|11|0|73|7|190|0|8|30
18|3|0225|B|1|0|M|669|7|16|3|3|5|estrato_5|46|1|17|2|37|18|0|17|14|1|17|1|16|10|10|2|4|16|40|8|29|9|0|12|36|4|4|0|0|0|0|325|4|0|92|12|177|0|4|36
18|3|0118|E|3|0|M|688|4|18|3|3|3|estrato_3|135|0|16|2|32|17|0|14|19|1|21|1|14|17|18|2|8|19|39|11|32|6|0|6|31|13|13|0|0|1|1|354|13|0|81|6|208|0|13|31
18|3|0168|C|1|0|U|634|5|15|3|3|3|estrato_3|87|1|11|5|39|13|0|19|16|1|11|1|13|12|9|2|4|9|23|20|41|7|0|10|36|6|7|0|0|1|0|317|6|0|88|10|169|0|7|36
18|1|0369|B|1|0|R|474|12|10|1|1|8|estrato_8|65|0|8|3|26|6|0|17|5|5|6|0|6|9|8|0|5|12|24|14|25|12|0|12|22|10|5|0|0|0|1|241|10|0|60|12|131|0|5|22
18|3|0249|B|1|0|U|525|8|13|3|3|9|estrato_9|67|0|12|4|38|10|0|13|18|0|15|0|14|11|12|1|7|14|25|12|27|7|0|4|29|9|1|0|0|0|1|284|9|0|77|4|163|0|1|29
18|1|0537|B|1|0|U|645|15|4|1|1|6|estrato_6|92|0|14|1|38|14|0|15|7|3|8|1|16|13|14|3|8|14|38|10|38|9|0|7|33|4|8|1|0|3|0|320|4|0|82|7|182|1|8|33
18|1|0440|B|1|0|U|460|15|5|1|1|1|estrato_1|98|2|14|0|28|13|0|10|7|0|9|1|10|3|12|0|10|7|23|12|23|5|1|13|21|6|2|0|0|1|1|234|6|0|67|13|123|0|2|21
18|1|0301|B|1|0|R|519|10|2|1|1|6|estrato_6|39|1|12|1|30|7|0|8|15|1|9|0|10|10|15|1|7|13|25|9|21|7|1|6|18|7|7|0|0|1|3|245|7|0|59|6|144|0|7|18
18|2|0891|C|1|0|U|436|17|8|2|2|4|estrato_4|70|0|8|2|24|12|0|10|9|0|9|0|7|7|7|0|8|15|23|8|23|4|1|5|22|7|8|0|0|1|0|220|7|0|56|5|121|0|8|22
18|1|0840|B|1|0|U|620|18|4|1|1|8|estrato_8|147|1|17|0|28|15|0|17|9|4|10|0|14|10|18|0|6|18|27|14|23|7|0|11|39|6|13|1|0|1|0|309|6|0|78|11|160|1|13|39
18|3|0103|B|1|0|U|611|4|17|3|3|3|estrato_3|97|0|13|1|37|11|0|14|11|2|12|1|12|12|15|1|10|15|27|8|29|7|0|13|41|12|8|0|0|1|4|317|12|0|76|13|162|0|8|41
18|2|0780|C|1|0|U|640|17|6|2|2|2|estrato_2|5|2|10|1|38|6|0|11|23|4|11|0|19|18|16|0|6|18|26|13|21|7|1|10|31|9|6|0|0|1|3|311|9|0|68|10|183|0|6|31
18|2|0909|B|1|0|U|702|17|8|2|2|2|estrato_2|55|0|18|1|46|11|2|11|22|2|13|3|19|13|20|2|6|27|39|11|30|8|2|12|26|15|7|0|0|2|1|369|15|0|89|12|217|0|7|26
18|1|0569|B|1|0|R|309|16|2|1|1|6|estrato_6|120|1|4|2|16|7|0|9|6|2|4|1|7|10|7|0|2|7|13|9|14|4|0|7|13|6|7|0|0|1|1|160|6|0|39|7|86|0|7|13
18|1|0205|B|1|0|R|210|6|1|1|1|6|estrato_6|20|0|3|0|14|7|0|6|5|1|1|1|4|4|6|0|3|7|8|4|13|2|0|6|10|4|1|0|0|0|0|110|4|0|30|6|59|0|1|10
18|3|0114|C|2|0|M|719|4|17|3|3|5|estrato_5|114|0|11|1|50|11|0|24|15|0|15|0|21|9|12|0|10|11|32|19|24|10|0|13|39|12|13|0|0|0|0|352|12|0|97|13|178|0|13|39
18|3|0853|B|1|0|M|696|19|14|3|3|3|estrato_3|23|2|13|1|33|18|0|13|16|0|16|0|12|17|16|0|4|24|37|15|26|9|0|11|43|9|6|0|0|3|3|347|9|0|80|11|192|0|6|43
18|1|0267|E|3|0|R|343|9|3|1|1|6|estrato_6|25|1|8|1|18|10|0|2|6|3|4|0|6|5|13|0|1|7|18|6|9|6|0|2|23|5|9|1|0|1|1|166|5|0|40|2|84|1|9|23
18|3|0878|E|1|0|R|126|20|13|3|3|9|estrato_9|15|0|5|0|6|4|0|0|2|0|6|0|2|1|4|0|0|3|7|3|8|0|0|2|2|1|0|0|0|1|0|57|1|0|15|2|36|0|0|2
18|2|0909|C|1|0|U|702|17|8|2|2|2|estrato_2|55|0|15|2|27|13|2|14|16|3|15|0|11|9|10|5|9|28|42|16|31|9|0|11|38|11|3|0|0|1|2|343|11|0|73|11|204|0|3|38
18|2|0881|B|1|0|U|428|17|8|2|2|2|estrato_2|65|1|6|1|32|13|0|8|9|0|7|1|11|5|3|0|6|12|25|9|20|9|1|6|26|5|4|0|0|0|0|220|5|0|61|6|118|0|4|26
18|3|0232|B|1|0|R|283|7|16|3|3|7|estrato_7|33|0|9|1|12|3|0|5|6|0|10|0|5|5|6|0|4|8|12|3|13|4|0|4|15|2|2|1|0|1|1|132|2|0|30|4|76|1|2|15
18|1|0263|B|1|0|R|152|9|3|1|1|6|estrato_6|36|0|1|0|10|2|0|7|2|3|5|0|3|2|3|1|4|1|6|2|7|3|0|3|9|1|1|0|0|0|0|76|1|0|20|3|42|0|1|9
18|3|0218|C|1|0|U|630|7|16|3|3|3|estrato_3|38|2|19|3|41|17|0|11|9|0|15|1|16|15|11|0|9|14|32|13|27|12|0|6|39|7|8|0|0|2|0|329|7|0|93|6|174|0|8|39
18|2|0745|B|1|0|U|635|17|11|2|2|4|estrato_4|109|0|11|0|40|12|0|20|18|1|12|0|14|13|23|0|10|19|41|8|30|6|1|5|38|3|3|0|0|1|1|330|3|0|83|5|196|0|3|38
18|3|0061|B|1|0|R|737|2|16|3|3|9|estrato_9|3|0|12|1|43|12|0|17|13|0|15|0|17|14|14|1|9|12|40|11|41|11|1|17|38|9|1|0|0|2|4|355|9|0|85|17|199|0|1|38
18|2|0764|B|1|0|U|735|17|14|2|2|4|estrato_4|138|1|15|2|46|16|0|14|18|0|9|2|16|18|16|1|4|17|34|17|32|6|1|12|31|15|10|0|0|2|3|358|15|0|94|12|191|0|10|31
18|3|0174|B|1|0|R|122|5|15|3|3|7|estrato_7|89|0|5|0|7|1|0|2|4|1|2|0|3|3|1|0|1|4|9|5|6|4|0|1|6|2|0|1|0|0|0|68|2|0|15|1|43|1|0|6
18|2|0799|E|1|2|M|572|17|7|2|2|2|estrato_2|34|0|10|1|33|11|1|16|13|1|14|2|13|11|13|0|7|19|31|12|19|7|0|13|32|10|5|1|0|1|0|296|10|0|72|13|162|1|5|32
18|3|0399|B|1|0|M|414|13|13|3|3|3|estrato_3|59|0|8|0|20|5|1|13|7|0|10|1|8|7|10|0|7|17|23|12|21|8|0|5|18|5|7|0|0|0|1|214|5|0|47|5|131|0|7|18
18|1|0290|B|1|0|R|715|10|1|1|1|8|estrato_8|44|1|14|2|37|10|0|15|20|4|7|1|18|22|19|0|8|17|38|18|32|9|1|13|39|8|11|0|0|3|3|370|8|0|79|13|214|0|11|39
18|2|0664|C|1|0|U|558|17|6|2|2|4|estrato_4|23|0|11|4|39|4|0|13|18|3|11|0|8|18|13|0|7|18|27|8|22|4|1|12|35|6|6|0|0|2|1|291|6|0|71|12|158|0|6|35
18|3|0177|C|1|0|R|481|5|15|3|3|9|estrato_9|73|0|9|0|19|7|0|7|13|2|7|1|7|9|12|0|4|10|23|9|21|10|0|8|19|7|7|1|0|1|1|214|7|0|42|8|128|1|7|19
18|1|0197|B|1|0|M|566|6|1|1|1|8|estrato_8|18|0|21|2|24|7|0|14|14|5|14|2|5|7|12|1|11|13|25|10|26|8|0|10|32|9|9|0|0|1|2|284|9|0|68|10|153|0|9|32
18|2|0799|E|2|1|M|594|17|7|2|2|2|estrato_2|33|1|19|3|33|10|0|17|10|2|24|0|12|7|11|0|14|14|37|11|21|7|1|16|29|13|4|0|0|1|0|317|13|0|83|16|171|0|4|29
18|3|0854|B|1|0|U|581|19|14|3|3|5|estrato_5|34|2|16|2|31|16|0|7|18|1|6|4|15|6|11|2|7|17|31|12|27|13|0|13|33|5|9|0|0|0|2|306|5|0|74|13|170|0|9|33
18|3|0183|C|1|0|M|450|5|15|3|3|7|estrato_7|96|0|11|1|27|6|0|12|18|1|9|0|7|11|10|1|9|7|19|12|26|4|0|10|20|7|4|0|0|0|2|234|7|0|57|10|134|0|4|20
18|2|0963|B|1|0|U|506|17|7|2|2|2|estrato_2|42|1|14|1|26|7|0|9|10|1|10|0|15|11|7|2|5|16|37|9|18|6|1|7|35|10|7|0|0|0|2|267|10|0|58|7|148|0|7|35
18|2|0904|C|2|0|U|641|17|8|2|2|4|estrato_4|56|1|19|1|39|16|0|13|11|1|13|2|15|14|7|0|10|21|42|9|26|6|0|2|34|8|6|2|0|2|0|320|8|0|89|2|177|2|6|34
18|1|0335|B|1|0|R|233|11|3|1|1|6|estrato_6|61|0|5|0|20|2|0|6|6|0|3|0|6|4|1|1|0|4|17|8|7|3|0|1|12|1|5|0|0|0|1|113|1|0|33|1|60|0|5|12
18|2|0798|B|1|0|R|394|17|8|2|2|4|estrato_4|143|0|10|1|20|5|0|6|9|0|6|1|6|9|7|1|7|17|19|9|19|6|0|9|20|5|7|0|0|1|0|200|5|0|42|9|116|0|7|20
18|3|0075|B|1|0|R|576|3|16|3|3|9|estrato_9|29|0|10|2|40|15|0|14|8|3|13|0|13|12|8|0|8|13|35|10|19|2|1|9|27|3|7|0|0|1|0|273|3|0|81|9|145|0|7|27
18|1|0541|B|1|0|U|429|15|4|1|1|6|estrato_6|91|1|9|1|24|10|0|7|10|1|7|1|6|11|4|0|7|18|27|7|13|6|1|3|20|3|3|0|0|1|1|202|3|0|52|3|119|0|3|20
18|1|0826|B|1|0|U|418|18|4|1|1|6|estrato_6|143|1|10|0|23|9|0|9|11|2|10|0|10|10|7|0|6|9|23|11|12|3|0|10|22|6|4|0|0|0|1|209|6|0|52|10|114|0|4|22
18|3|0172|B|1|0|R|129|5|15|3|3|7|estrato_7|91|0|5|0|7|0|0|3|4|0|2|0|3|4|4|0|3|2|7|4|6|2|0|1|8|2|4|0|0|1|0|72|2|0|15|1|41|0|4|8
18|3|0154|B|1|0|R|468|5|10|3|3|7|estrato_7|83|0|6|2|34|4|0|10|9|1|13|0|11|6|11|0|6|13|16|7|19|3|0|6|30|6|8|0|0|0|2|223|6|0|56|6|115|0|8|30
18|3|0107|C|1|0|M|708|4|17|3|3|7|estrato_7|120|2|21|0|40|9|0|8|18|2|10|1|14|16|14|2|11|18|31|11|31|10|0|12|42|9|11|0|0|1|3|347|9|0|80|12|189|0|11|42
18|3|0255|B|1|0|U|390|8|13|3|3|9|estrato_9|86|2|8|1|30|7|0|8|6|1|7|0|13|10|2|1|9|12|23|12|15|8|0|1|15|8|7|0|0|0|1|207|8|0|56|1|119|0|7|15
18|3|0161|B|1|0|U|547|5|15|3|3|5|estrato_5|80|1|13|2|25|16|0|8|12|2|14|0|13|5|11|0|11|12|18|15|21|10|0|8|34|9|7|2|0|0|0|269|9|0|65|8|144|2|7|34
18|3|0115|C|6|0|M|714|4|17|3|3|3|estrato_3|100|0|10|2|46|9|0|21|16|0|14|1|13|15|16|1|9|24|39|13|33|10|0|5|49|6|15|1|0|0|1|369|6|0|88|5|204|1|15|49
18|3|0062|B|1|0|R|256|2|16|3|3|7|estrato_7|52|1|6|0|14|5|0|8|5|0|4|1|9|6|5|0|3|3|14|2|13|4|0|5|9|5|1|1|0|0|0|124|5|0|34|5|69|1|1|9
18|2|0740|B|1|0|U|500|17|11|2|2|2|estrato_2|108|1|15|0|26|7|0|10|17|2|2|0|8|11|8|1|6|22|21|11|24|2|0|10|24|5|5|1|0|0|1|240|5|0|59|10|135|1|5|24
18|1|0287|B|1|0|R|482|10|2|1|1|6|estrato_6|38|0|12|1|34|12|2|10|8|0|8|0|13|18|8|1|4|9|28|11|16|6|0|8|31|5|7|1|0|0|1|254|5|0|71|8|130|1|7|31
18|1|0580|B|1|0|R|385|16|2|1|1|6|estrato_6|121|1|6|1|31|6|0|9|9|5|8|0|13|6|11|1|11|12|14|10|11|4|0|6|23|3|2|0|0|0|0|203|3|0|54|6|115|0|2|23
18|1|0438|C|1|0|U|439|15|5|1|1|1|estrato_1|100|0|6|1|26|4|0|8|16|1|7|0|7|13|5|1|6|11|23|11|14|5|0|6|28|4|5|0|0|1|1|210|4|0|45|6|120|0|5|28
18|1|0002|C|1|0|M|553|1|1|1|1|8|estrato_8|4|0|13|1|21|13|0|13|11|0|14|2|13|5|8|0|11|18|30|21|23|6|1|11|30|11|7|0|0|1|0|284|11|0|61|11|163|0|7|30
18|2|0791|B|1|0|R|146|17|6|2|2|2|estrato_2|8|0|6|0|11|1|0|2|6|0|2|1|4|2|3|0|3|3|8|0|12|2|0|0|11|2|1|0|0|0|0|80|2|0|20|0|46|0|1|11
18|1|0013|B|1|0|U|591|1|1|1|1|1|estrato_1|9|0|9|2|38|9|0|19|11|2|10|1|8|10|15|0|13|15|26|16|17|7|0|10|35|4|5|0|0|1|1|284|4|0|77|10|151|0|5|35
18|2|0747|C|1|0|U|565|17|12|2|2|4|estrato_4|130|1|15|1|34|12|0|23|15|4|14|1|9|14|10|1|7|12|34|8|25|6|0|12|31|7|4|0|0|4|2|306|7|0|86|12|160|0|4|31
18|2|0724|C|2|0|U|659|17|11|2|2|4|estrato_4|100|0|23|4|42|11|0|13|18|2|18|0|15|13|17|0|6|22|30|7|26|10|0|11|51|11|7|1|0|1|2|361|11|0|93|11|184|1|7|51
18|3|0848|B|1|0|U|593|19|14|3|3|5|estrato_5|26|0|15|1|26|17|0|22|17|2|18|0|17|10|7|0|8|6|20|18|22|5|0|7|28|10|4|0|0|0|0|280|10|0|81|7|150|0|4|28
18|1|0836|C|1|0|R|464|18|4|1|1|6|estrato_6|135|0|13|1|26|13|0|14|14|0|7|0|12|11|13|2|3|10|22|13|23|4|0|5|22|3|5|0|0|1|0|237|3|0|67|5|134|0|5|22
18|1|0203|E|1|0|R|320|6|1|1|1|8|estrato_8|21|0|5|0|19|10|0|10|7|0|10|0|8|7|2|1|2|10|13|7|15|3|0|2|15|5|4|0|0|1|1|157|5|0|44|2|85|0|4|15
18|1|0560|B|1|0|U|370|16|2|1|1|1|estrato_1|128|0|11|0|20|9|0|8|12|2|6|1|7|8|10|0|3|12|19|9|17|4|0|3|19|6|2|0|0|1|1|190|6|0|48|3|110|0|2|19
18|2|0929|B|1|0|U|574|17|12|2|2|4|estrato_4|127|4|5|1|23|14|0|14|13|4|11|0|10|11|10|1|6|16|28|12|30|8|0|6|39|8|7|0|0|0|0|281|8|0|61|6|160|0|7|39
18|2|0713|C|1|0|U|709|17|11|2|2|4|estrato_4|106|0|15|1|39|11|0|10|24|2|12|0|10|16|16|1|7|16|40|21|38|12|1|11|40|5|9|0|0|0|2|359|5|0|76|11|216|0|9|40
18|3|0974|C|1|0|M|547|4|18|3|3|9|estrato_9|139|1|11|1|25|10|0|9|10|1|10|2|8|8|17|1|8|8|33|5|24|11|0|6|29|2|8|0|0|1|2|251|2|0|57|6|146|0|8|29
18|1|0374|B|1|0|R|165|12|10|1|1|6|estrato_6|74|0|3|0|14|4|0|3|3|0|4|1|3|5|2|0|1|3|6|3|7|6|0|2|10|4|0|0|0|1|0|85|4|0|24|2|44|0|0|10
18|1|0268|B|1|0|R|505|9|3|1|1|6|estrato_6|27|0|13|0|37|10|1|14|9|2|6|3|13|11|10|1|4|10|28|6|22|7|0|4|26|9|6|0|0|0|3|255|9|0|75|4|132|0|6|26
18|1|0273|E|1|0|R|484|9|3|1|1|8|estrato_8|29|0|15|2|26|9|0|10|10|0|6|0|13|18|13|1|4|14|32|12|24|3|0|8|26|9|2|2|0|2|0|261|9|0|62|8|150|2|2|26
