212
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRD|PAN_PRD|PRI|PVEM|PT|MORENA|PANAL|PT_MORENA_PANAL|PT_MORENA|PT_PANAL|MORENA_PANAL|MC|PES|RSP|FPM|CNR|NULOS|TOTAL|ADV|BFRP|GOG|JALS|JCLR|LCAL|MEBG|MECG
8|6|0897|E|1|1|M|582|19|15|6|6|15|estrato_15|49|3|16|49|0|3|11|4|58|20|16|9|16|40|16|4|5|1|18|289|5|3|0|40|134|16|4|68
8|5|3283|B|1|0|U|624|21|19|5|5|14|estrato_14|157|10|12|38|0|1|4|1|51|30|18|11|24|43|12|6|11|2|25|299|11|1|0|43|139|12|6|60
8|8|0689|C|1|0|U|652|19|17|8|8|17|estrato_17|51|6|22|45|0|3|9|6|55|30|11|17|21|43|19|9|6|6|30|338|6|3|0|43|149|19|9|73
8|4|1797|B|1|0|U|748|37|5|4|4|13|estrato_13|141|8|16|63|0|0|6|5|79|38|19|14|26|41|23|6|3|2|30|379|3|0|0|41|187|23|6|87
8|4|1695|B|1|0|U|448|37|4|4|4|4|estrato_4|62|4|11|44|0|0|3|5|36|23|14|10|17|20|13|5|5|1|18|229|5|0|0|20|108|13|5|59
8|1|1921|B|1|0|U|443|37|7|1|1|1|estrato_1|125|1|15|32|0|0|8|2|44|17|12|7|20|27|4|7|6|0|22|224|6|0|0|27|110|4|7|48
8|3|2833|C|1|0|U|640|37|2|3|3|12|estrato_12|128|5|10|48|0|5|9|2|61|25|13|10|24|38|17|4|8|6|25|310|8|5|0|38|144|17|4|63
8|6|0412|C|1|0|U|388|19|18|6|6|6|estrato_6|5|8|7|27|0|0|3|2|42|16|10|6|13|25|7|1|5|2|17|191|5|0|0|25|92|7|1|42
8|4|1597|B|1|0|U|703|37|5|4|4|13|estrato_13|106|7|19|45|0|4|6|0|67|40|16|18|23|46|25|3|6|0|28|353|6|4|0|46|170|25|3|71
8|8|3299|B|1|0|U|528|19|18|8|8|8|estrato_8|145|10|9|53|0|3|4|3|53|20|13|10|19|22|15|4|5|2|32|277|5|3|0|22|122|15|4|72
8|1|1919|B|1|0|U|653|37|7|1|1|10|estrato_10|129|8|12|53|0|0|7|3|50|24|14|11|35|31|18|4|7|1|24|302|7|0|0|31|144|18|4|73
8|1|2812|B|1|0|U|701|37|7|1|1|10|estrato_10|109|4|21|55|0|3|8|6|65|42|25|8|22|48|22|7|9|1|30|376|9|3|0|48|176|22|7|80
8|8|0523|B|1|0|U|465|19|16|8|8|8|estrato_8|123|5|8|26|0|1|8|1|36|26|22|6|19|24|15|3|7|1|21|229|7|1|0|24|118|15|3|39
8|8|0872|B|1|0|U|591|19|18|8|8|17|estrato_17|136|10|10|51|0|0|5|4|44|26|19|17|19|32|17|4|5|1|21|285|5|0|0|32|134|17|4|71
8|3|2117|B|1|0|U|473|37|2|3|3|3|estrato_3|104|2|6|35|0|1|5|4|48|20|18|9|15|24|17|5|4|1|15|229|4|1|0|24|119|17|5|43
8|6|0657|B|1|0|U|423|19|15|6|6|6|estrato_6|99|3|9|24|0|1|5|1|41|22|17|7|12|33|10|2|3|2|18|210|3|1|0|33|105|10|2|36
8|8|3303|C|1|0|U|593|19|18|8|8|17|estrato_17|148|2|16|44|2|0|6|3|47|30|18|12|21|40|11|4|6|1|28|291|6|0|2|40|137|11|4|62
8|1|2827|B|1|0|U|607|37|10|1|1|10|estrato_10|32|5|16|42|0|2|8|1|60|25|21|4|36|33|19|8|7|0|22|309|7|2|0|33|155|19|8|63
8|3|2094|C|1|0|U|458|37|4|3|3|3|estrato_3|106|4|6|31|0|3|5|2|41|25|15|9|13|23|12|3|4|0|24|220|4|3|0|23|110|12|3|41
8|1|2800|B|1|0|U|618|37|9|1|1|10|estrato_10|61|11|15|46|1|1|8|2|73|29|15|10|14|33|19|6|3|3|31|320|3|1|1|33|151|19|6|72
8|2|1888|C|3|0|U|597|37|8|2|2|11|estrato_11|79|2|10|43|0|0|3|2|67|27|15|9|29|36|15|3|6|4|24|295|6|0|0|36|152|15|3|55
8|4|1718|B|1|0|U|452|37|6|4|4|4|estrato_4|66|7|6|42|1|0|4|2|55|21|13|3|16|24|12|5|6|1|19|237|6|0|1|24|114|12|5|55
8|9|0256|B|1|0|R|248|14|20|9|9|9|estrato_9|33|1|2|20|0|0|6|1|23|11|5|2|7|11|5|3|2|0|15|114|2|0|0|11|55|5|3|23
8|1|1845|B|1|0|U|384|37|7|1|1|1|estrato_1|136|3|3|29|0|3|4|4|43|23|14|8|12|25|8|2|4|0|13|198|4|3|0|25|108|8|2|35
8|9|1114|B|1|0|R|610|27|22|9|9|18|estrato_18|45|5|10|42|0|1|10|1|59|38|13|12|16|39|12|3|8|1|38|308|8|1|0|39|149|12|3|57
8|4|2085|B|1|0|U|690|37|4|4|4|13|estrato_13|53|3|10|46|0|0|9|2|72|31|23|17|20|41|19|9|14|1|37|354|14|0|0|41|174|19|9|59
8|4|1683|C|14|0|U|716|37|5|4|4|13|estrato_13|129|3|12|57|0|0|5|4|69|32|18|10|25|46|21|6|7|3|29|347|7|0|0|46|163|21|6|72
8|1|2823|C|8|0|U|715|37|9|1|1|10|estrato_10|37|7|21|52|0|0|12|6|60|35|23|12|18|44|18|3|10|0|25|346|10|0|0|44|166|18|3|80
8|9|1318|B|1|0|U|574|32|21|9|9|18|estrato_18|53|4|8|50|0|0|5|6|65|23|24|10|24|31|16|3|5|1|19|294|5|0|0|31|157|16|3|62
8|9|0125|C|1|0|R|443|8|22|9|9|9|estrato_9|20|2|11|17|0|0|7|3|53|18|21|11|15|34|14|1|7|0|21|235|7|0|0|34|128|14|1|30
8|5|2316|C|1|0|R|472|45|11|5|5|5|estrato_5|106|9|10|38|1|0|4|1|59|19|13|10|18|29|16|2|2|1|22|254|2|0|1|29|124|16|2|57
8|5|0998|E|1|1|M|428|21|19|5|5|5|estrato_5|65|16|9|28|0|0|6|1|39|19|9|8|18|26|3|5|6|1|19|213|6|0|0|26|100|3|5|53
8|5|2319|C|1|0|U|421|45|11|5|5|5|estrato_5|116|6|10|28|0|2|4|2|48|21|11|5|14|24|14|3|5|1|18|216|5|2|0|24|105|14|3|44
8|4|1635|C|1|0|U|430|37|4|4|4|4|estrato_4|30|4|6|32|0|0|3|5|36|27|11|10|16|30|8|5|9|1|14|217|9|0|0|30|108|8|5|42
8|9|0258|B|1|0|R|219|14|20|9|9|9|estrato_9|34|4|7|25|0|1|1|0|19|10|8|3|6|12|2|1|3|0|7|109|3|1|0|12|47|2|1|36
8|2|1827|B|1|0|U|657|37|8|2|2|11|estrato_11|63|11|8|41|0|4|8|3|60|27|25|13|24|29|10|4|11|0|24|302|11|4|0|29|160|10|4|60
8|8|0905|E|1|0|R|145|19|18|8|8|8|estrato_8|172|4|2|12|0|2|2|0|17|7|4|3|8|4|2|1|4|1|5|78|4|2|0|4|41|2|1|18
8|1|1891|B|1|0|U|683|37|7|1|1|10|estrato_10|119|8|9|58|0|2|7|7|60|40|15|9|26|34|23|3|3|4|26|334|3|2|0|34|164|23|3|75
8|8|3217|B|1|0|M|377|19|17|8|8|8|estrato_8|68|5|13|36|0|0|3|2|48|13|10|4|14|20|4|2|3|1|15|193|3|0|0|20|94|4|2|54
8|7|0294|B|1|0|U|339|17|14|7|7|7|estrato_7|31|3|7|20|0|2|7|1|34|16|15|2|10|19|8|3|3|0|14|164|3|2|0|19|85|8|3|30
8|3|1955|B|1|0|U|537|37|3|3|3|3|estrato_3|47|9|11|63|0|1|9|4|60|17|15|5|14|35|12|1|2|0|25|283|2|1|0|35|124|12|1|83
8|2|3099|B|1|0|U|289|37|10|2|2|2|estrato_2|107|5|5|22|0|0|4|2|27|6|8|7|10|16|6|2|6|1|11|138|6|0|0|16|64|6|2|32
8|4|1706|C|10|0|U|692|37|5|4|4|13|estrato_13|157|9|12|45|0|2|7|4|66|25|32|8|27|46|14|5|10|0|28|340|10|2|0|46|169|14|5|66
8|2|2904|B|1|0|U|590|37|8|2|2|11|estrato_11|80|6|10|34|1|1|8|5|51|31|16|11|20|36|15|3|8|2|20|278|8|1|1|36|142|15|3|50
8|1|2777|C|1|0|U|429|37|9|1|1|1|estrato_1|65|3|7|37|0|1|3|2|40|25|10|7|10|21|7|5|5|1|19|203|5|1|0|21|97|7|5|47
8|7|0332|C|2|0|U|738|17|14|7|7|16|estrato_16|42|5|12|55|0|1|6|5|83|37|16|12|22|49|17|5|8|3|29|365|8|1|0|49|181|17|5|72
8|9|1287|B|1|0|U|393|32|21|9|9|9|estrato_9|42|3|3|38|1|1|3|1|35|19|11|7|15|17|7|3|5|1|19|189|5|1|1|17|91|7|3|44
8|6|2845|C|1|0|U|408|19|12|6|6|6|estrato_6|157|2|12|42|0|0|7|2|49|17|10|7|12|20|12|1|5|2|16|216|5|0|0|20|104|12|1|56
8|6|2846|B|1|0|U|465|19|12|6|6|6|estrato_6|159|2|11|35|0|2|5|3|49|17|8|4|20|28|13|3|5|1|22|228|5|2|0|28|106|13|3|48
8|1|3004|C|1|0|U|687|37|10|1|1|10|estrato_10|3|8|19|50|0|1|9|4|63|31|18|9|26|45|9|1|6|1|28|328|6|1|0|45|160|9|1|77
8|6|3272|C|1|0|U|623|19|12|6|6|15|estrato_15|167|5|11|42|0|0|8|0|72|34|19|12|19|40|12|7|7|1|24|313|7|0|0|40|164|12|7|58
8|2|1367|B|1|0|R|409|34|1|2|2|2|estrato_2|40|2|10|32|0|2|1|5|43|21|15|8|14|30|11|3|2|2|23|224|2|2|0|30|107|11|3|44
8|2|3067|B|1|0|U|265|37|10|2|2|2|estrato_2|97|3|3|24|0|0|1|1|27|10|8|2|4|11|4|3|1|1|15|118|1|0|0|11|53|4|3|30
8|4|1649|C|1|0|U|454|37|4|4|4|4|estrato_4|32|4|8|43|0|1|1|2|43|21|10|4|16|36|12|3|5|0|29|238|5|1|0|36|97|12|3|55
8|1|1912|C|1|0|U|406|37|7|1|1|1|estrato_1|117|9|5|23|0|2|5|0|32|21|15|8|17|26|10|1|4|0|14|192|4|2|0|26|98|10|1|37
8|5|3282|C|2|0|U|516|21|19|5|5|5|estrato_5|156|6|10|34|0|2|11|3|44|17|14|10|17|35|14|0|8|1|20|246|8|2|0|35|116|14|0|50
8|6|0754|C|3|0|U|687|19|15|6|6|15|estrato_15|64|3|14|55|0|1|8|2|63|35|20|9|34|40|16|9|8|2|28|347|8|1|0|40|171|16|9|72
8|8|3305|B|1|0|U|688|19|18|8|8|17|estrato_17|143|7|15|61|1|1|9|3|64|33|24|7|17|38|17|4|5|2|26|334|5|1|1|38|157|17|4|83
8|2|2420|B|1|0|U|450|50|1|2|2|2|estrato_2|147|2|3|32|0|1|5|5|52|22|16|7|12|21|10|2|6|0|13|209|6|1|0|21|119|10|2|37
8|6|0780|B|1|0|U|657|19|16|6|6|15|estrato_15|48|2|11|38|1|0|8|4|51|38|24|14|29|42|18|5|9|4|35|333|9|0|1|42|168|18|5|51
8|4|1785|B|1|0|U|565|37|7|4|4|13|estrato_13|137|7|8|42|1|1|7|6|47|26|20|4|14|46|15|6|11|0|26|287|11|1|1|46|124|15|6|57
8|3|3115|C|1|0|U|534|37|2|3|3|3|estrato_3|107|4|12|41|0|2|7|2|50|28|16|6|17|23|12|5|5|3|18|251|5|2|0|23|126|12|5|57
8|1|2760|C|1|0|U|653|37|7|1|1|10|estrato_10|110|6|15|51|0|4|9|8|65|27|12|12|24|27|23|5|5|0|25|318|5|4|0|27|157|23|5|72
8|6|2884|C|1|0|U|486|19|12|6|6|6|estrato_6|134|3|13|30|0|0|3|1|62|25|23|6|10|28|12|5|4|1|18|244|4|0|0|28|130|12|5|46
8|7|0133|C|1|0|U|695|9|13|7|7|16|estrato_16|9|8|13|64|0|1|6|8|54|23|26|10|26|51|18|5|6|2|29|350|6|1|0|51|153|18|5|85
8|3|2195|C|1|0|U|732|37|2|3|3|12|estrato_12|109|8|15|54|0|4|15|3|76|19|16|13|23|43|19|8|13|2|33|364|13|4|0|43|165|19|8|77
8|1|2979|B|1|0|U|434|37|10|1|1|1|estrato_1|13|4|5|32|0|0|4|0|53|13|8|6|14|27|10|4|2|0|16|198|2|0|0|27|98|10|4|41
8|9|1105|B|1|0|R|482|27|22|9|9|9|estrato_9|52|5|9|40|0|2|3|3|42|27|18|7|18|24|9|2|8|2|26|245|8|2|0|24|118|9|2|54
8|4|2035|B|1|0|U|483|37|4|4|4|4|estrato_4|45|4|13|34|0|1|6|2|43|24|18|4|15|33|7|7|8|0|23|242|8|1|0|33|112|7|7|51
8|9|0107|B|1|0|R|642|7|22|9|9|18|estrato_18|8|5|13|25|0|3|11|1|69|42|19|8|26|42|16|3|5|5|22|315|5|3|0|42|176|16|3|43
8|9|1101|C|2|0|R|514|27|22|9|9|9|estrato_9|145|7|13|46|0|1|8|2|53|23|12|8|17|43|14|3|5|1|22|278|5|1|0|43|123|14|3|66
8|4|1578|B|1|0|U|691|37|5|4|4|13|estrato_13|107|10|16|40|0|0|10|4|63|33|20|8|28|44|23|8|6|0|27|340|6|0|0|44|166|23|8|66
8|5|0184|B|1|0|U|494|11|20|5|5|5|estrato_5|18|3|5|36|0|4|8|5|44|17|19|5|11|36|15|6|5|2|20|241|5|4|0|36|109|15|6|44
8|9|1090|C|1|0|U|550|27|22|9|9|18|estrato_18|137|5|16|38|0|2|4|1|51|26|23|10|19|32|13|3|6|3|22|274|6|2|0|32|134|13|3|59
8|9|1108|B|1|0|R|727|27|22|9|9|18|estrato_18|131|6|12|43|0|0|10|6|64|35|16|14|33|45|26|3|15|5|38|371|15|0|0|45|178|26|3|61
8|3|2114|B|1|0|U|502|37|2|3|3|3|estrato_3|106|7|9|32|0|0|5|1|57|29|12|9|22|31|8|1|7|1|25|256|7|0|0|31|135|8|1|48
8|3|1996|B|1|0|U|463|37|4|3|3|3|estrato_3|43|9|15|37|1|1|3|3|37|14|12|10|10|29|18|3|5|1|18|226|5|1|1|29|89|18|3|61
8|6|3278|C|1|0|U|598|19|12|6|6|15|estrato_15|163|7|13|46|0|1|5|6|52|26|24|11|23|40|18|4|9|0|23|308|9|1|0|40|147|18|4|66
