106
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRD|PAN_PRD|PRI|PVEM|PT|MORENA|PANAL|PT_MORENA_PANAL|PT_MORENA|PT_PANAL|MORENA_PANAL|MC|PES|RSP|FPM|CNR|NULOS|TOTAL|ADV|BFRP|GOG|JALS|JCLR|LCAL|MEBG|MECG
8|3|1499|B|1|0|U|312|37|4|3|3|3|estrato_3|33|1|8|27|0|1|2|0|32|12|8|5|4|16|12|1|3|1|13|146|3|1|0|16|63|12|1|36
8|1|2800|B|1|0|U|618|37|9|1|1|10|estrato_10|61|11|15|46|1|1|8|2|73|29|15|10|14|33|19|6|3|3|31|320|3|1|1|33|151|19|6|72
8|4|1695|B|1|0|U|448|37|4|4|4|4|estrato_4|62|4|11|44|0|0|3|5|36|23|14|10|17|20|13|5|5|1|18|229|5|0|0|20|108|13|5|59
8|8|3217|B|1|0|M|377|19|17|8|8|8|estrato_8|68|5|13|36|0|0|3|2|48|13|10|4|14|20|4|2|3|1|15|193|3|0|0|20|94|4|2|54
8|7|2236|E|1|0|M|61|40|1|7|7|7|estrato_7|119|2|0|3|0|0|1|0|10|4|1|2|2|3|0|1|1|0|2|32|1|0|0|3|20|0|1|5
8|1|2984|B|1|0|U|709|37|10|1|1|10|estrato_10|14|7|15|53|0|2|8|1|81|37|19|15|25|27|16|11|9|4|38|368|9|2|0|27|186|16|11|75
8|3|1996|B|1|0|U|463|37|4|3|3|3|estrato_3|43|9|15|37|1|1|3|3|37|14|12|10|10|29|18|3|5|1|18|226|5|1|1|29|89|18|3|61
8|1|2970|B|1|0|U|247|37|8|1|1|1|estrato_1|48|3|5|11|0|0|1|3|22|9|8|5|15|11|9|0|0|0|11|113|0|0|0|11|63|9|0|19
8|8|0523|B|1|0|U|465|19|16|8|8|8|estrato_8|123|5|8|26|0|1|8|1|36|26|22|6|19|24|15|3|7|1|21|229|7|1|0|24|118|15|3|39
8|4|1715|B|1|0|U|710|37|6|4|4|13|estrato_13|64|7|12|62|0|2|7|6|75|43|17|11|24|38|16|7|13|0|29|369|13|2|0|38|183|16|7|81
8|1|2979|B|1|0|U|434|37|10|1|1|1|estrato_1|13|4|5|32|0|0|4|0|53|13|8|6|14|27|10|4|2|0|16|198|2|0|0|27|98|10|4|41
8|5|2306|B|1|0|U|472|45|11|5|5|5|estrato_5|108|4|6|36|0|0|3|0|44|29|14|6|14|31|15|3|3|1|22|231|3|0|0|31|110|15|3|46
8|2|2420|B|1|0|U|450|50|1|2|2|2|estrato_2|147|2|3|32|0|1|5|5|52|22|16|7|12|21|10|2|6|0|13|209|6|1|0|21|119|10|2|37
8|8|0570|B|1|0|U|624|19|16|8|8|17|estrato_17|105|7|14|49|0|3|8|2|55|27|16|11|26|32|26|4|7|2|36|325|7|3|0|32|145|26|4|70
8|9|1117|B|1|0|R|490|27|22|9|9|9|estrato_9|135|4|4|30|0|0|4|3|49|20|18|13|19|27|15|6|9|1|16|238|9|0|0|27|126|15|6|38
8|1|1920|B|1|0|U|424|37|7|1|1|1|estrato_1|128|1|11|23|1|2|1|3|42|19|15|2|12|34|14|3|9|0|22|214|9|2|1|34|94|14|3|35
8|9|1105|B|1|0|R|482|27|22|9|9|9|estrato_9|52|5|9|40|0|2|3|3|42|27|18|7|18|24|9|2|8|2|26|245|8|2|0|24|118|9|2|54
8|6|3185|B|1|0|U|479|19|12|6|6|6|estrato_6|122|4|11|35|1|1|7|2|40|33|8|12|15|29|9|8|8|1|14|238|8|1|1|29|117|9|8|50
8|2|2936|C|1|0|U|381|37|8|2|2|2|estrato_2|96|6|7|26|0|1|2|1|30|23|17|10|7|21|10|3|6|2|15|187|6|1|0|21|90|10|3|39
8|9|2679|B|1|0|R|424|65|22|9|9|9|estrato_9|148|6|8|30|0|1|1|2|38|16|8|4|15|27|7|0|8|2|18|191|8|1|0|27|84|7|0|44
8|2|1888|C|3|0|U|597|37|8|2|2|11|estrato_11|79|2|10|43|0|0|3|2|67|27|15|9|29|36|15|3|6|4|24|295|6|0|0|36|152|15|3|55
8|5|3282|C|2|0|U|516|21|19|5|5|5|estrato_5|156|6|10|34|0|2|11|3|44|17|14|10|17|35|14|0|8|1|20|246|8|2|0|35|116|14|0|50
8|9|1328|B|1|0|U|474|32|21|9|9|9|estrato_9|128|3|10|33|0|2|6|1|52|16|14|9|19|35|15|3|4|1|14|237|4|2|0|35|117|15|3|46
8|2|3099|B|1|0|U|289|37|10|2|2|2|estrato_2|107|5|5|22|0|0|4|2|27|6|8|7|10|16|6|2|6|1|11|138|6|0|0|16|64|6|2|32
8|6|3272|C|1|0|U|623|19|12|6|6|15|estrato_15|167|5|11|42|0|0|8|0|72|34|19|12|19|40|12|7|7|1|24|313|7|0|0|40|164|12|7|58
8|5|0991|C|4|0|U|724|21|19|5|5|14|estrato_14|63|4|17|58|1|0|4|5|86|30|19|14|26|48|18|5|11|3|24|373|11|0|1|48|184|18|5|79
8|5|2316|C|1|0|R|472|45|11|5|5|5|estrato_5|106|9|10|38|1|0|4|1|59|19|13|10|18|29|16|2|2|1|22|254|2|0|1|29|124|16|2|57
8|2|2397|C|1|0|U|449|50|1|2|2|2|estrato_2|127|3|8|38|0|1|3|2|47|15|15|8|20|26|12|1|1|0|22|222|1|1|0|26|110|12|1|49
8|8|0598|B|1|0|U|402|19|18|8|8|8|estrato_8|150|2|8|27|0|2|4|3|42|21|10|5|19|25|12|4|4|1|18|207|4|2|0|25|104|12|4|37
8|9|1340|B|1|0|M|600|32|21|9|9|18|estrato_18|49|2|11|53|0|5|8|10|68|24|17|9|17|29|12|3|7|3|20|298|7|5|0|29|153|12|3|66
8|8|0526|B|1|0|U|445|19|16|8|8|8|estrato_8|124|5|14|31|1|0|8|2|54|21|10|8|11|23|7|4|4|0|18|221|4|0|1|23|114|7|4|50
8|6|0754|C|3|0|U|687|19|15|6|6|15|estrato_15|64|3|14|55|0|1|8|2|63|35|20|9|34|40|16|9|8|2|28|347|8|1|0|40|171|16|9|72
8|8|0872|B|1|0|U|591|19|18|8|8|17|estrato_17|136|10|10|51|0|0|5|4|44|26|19|17|19|32|17|4|5|1|21|285|5|0|0|32|134|17|4|71
8|6|2845|C|1|0|U|408|19|12|6|6|6|estrato_6|157|2|12|42|0|0|7|2|49|17|10|7|12|20|12|1|5|2|16|216|5|0|0|20|104|12|1|56
8|6|0727|B|1|0|U|536|19|15|6|6|6|estrato_6|100|6|4|51|0|1|6|3|62|23|18|8|23|35|7|4|3|1|22|277|3|1|0|35|143|7|4|61
8|9|1273|C|2|0|U|534|32|21|9|9|9|estrato_9|123|4|9|41|0|2|8|4|47|27|21|6|29|28|16|3|5|3|17|270|5|2|0|28|142|16|3|54
8|7|1046|C|1|0|U|633|24|21|7|7|16|estrato_16|76|10|11|49|0|6|8|3|62|25|17|11|23|40|10|3|5|0|30|313|5|6|0|40|149|10|3|70
8|2|3087|B|1|0|U|508|37|10|2|2|2|estrato_2|101|7|13|52|1|2|5|1|46|27|27|6|16|29|12|4|4|3|26|281|4|2|1|29|128|12|4|72
8|5|0964|B|1|0|U|411|21|19|5|5|5|estrato_5|83|6|8|21|0|0|6|0|40|19|16|7|16|24|15|4|3|2|15|202|3|0|0|24|104|15|4|35
8|8|0541|C|4|0|U|737|19|18|8|8|17|estrato_17|156|8|14|53|0|3|8|5|68|27|16|6|31|50|24|2|8|1|23|347|8|3|0|50|161|24|2|75
8|2|3084|B|1|0|U|371|37|10|2|2|2|estrato_2|99|4|6|24|0|0|4|4|37|19|8|8|11|22|10|4|4|2|12|179|4|0|0|22|91|10|4|34
8|4|2031|B|1|0|U|436|37|4|4|4|4|estrato_4|55|2|8|30|0|2|7|8|47|25|15|9|15|25|11|4|3|1|11|223|3|2|0|25|126|11|4|40
8|7|2382|B|1|0|R|233|48|13|7|7|7|estrato_7|139|3|5|18|0|0|3|3|17|9|5|6|9|18|3|0|4|3|7|113|4|0|0|18|52|3|0|26
8|2|2904|B|1|0|U|590|37|8|2|2|11|estrato_11|80|6|10|34|1|1|8|5|51|31|16|11|20|36|15|3|8|2|20|278|8|1|1|36|142|15|3|50
8|4|1649|C|1|0|U|454|37|4|4|4|4|estrato_4|32|4|8|43|0|1|1|2|43|21|10|4|16|36|12|3|5|0|29|238|5|1|0|36|97|12|3|55
8|3|3115|C|1|0|U|534|37|2|3|3|3|estrato_3|107|4|12|41|0|2|7|2|50|28|16|6|17|23|12|5|5|3|18|251|5|2|0|23|126|12|5|57
8|9|0258|B|1|0|R|219|14|20|9|9|9|estrato_9|34|4|7|25|0|1|1|0|19|10|8|3|6|12|2|1|3|0|7|109|3|1|0|12|47|2|1|36
8|5|0977|B|1|0|U|381|21|19|5|5|5|estrato_5|60|3|8|25|1|2|6|3|29|18|17|9|16|28|8|6|3|0|13|195|3|2|1|28|98|8|6|36
8|7|0280|C|1|0|U|504|17|14|7|7|7|estrato_7|27|5|20|43|0|1|5|3|51|24|9|8|20|40|10|6|2|1|22|270|2|1|0|40|120|10|6|68
8|1|3004|C|1|0|U|687|37|10|1|1|10|estrato_10|3|8|19|50|0|1|9|4|63|31|18|9|26|45|9|1|6|1|28|328|6|1|0|45|160|9|1|77
8|4|2085|B|1|0|U|690|37|4|4|4|13|estrato_13|53|3|10|46|0|0|9|2|72|31|23|17|20|41|19|9|14|1|37|354|14|0|0|41|174|19|9|59
8|2|1827|B|1|0|U|657|37|8|2|2|11|estrato_11|63|11|8|41|0|4|8|3|60|27|25|13|24|29|10|4|11|0|24|302|11|4|0|29|160|10|4|60
8|5|3283|B|1|0|U|624|21|19|5|5|14|estrato_14|157|10|12|38|0|1|4|1|51|30|18|11|24|43|12|6|11|2|25|299|11|1|0|43|139|12|6|60
8|7|0348|C|1|0|U|687|17|14|7|7|16|estrato_16|50|5|17|59|0|0|7|5|73|31|18|11|24|33|22|4|13|3|24|349|13|0|0|33|169|22|4|81
8|6|0561|B|1|0|U|692|19|16|6|6|15|estrato_15|32|5|12|45|1|4|7|3|73|29|23|13|19|31|23|6|5|0|28|327|5|4|1|31|167|23|6|62
8|3|1511|B|1|0|U|662|37|3|3|3|12|estrato_12|55|7|17|41|0|3|5|3|49|27|21|14|27|45|24|4|11|1|32|331|11|3|0|45|146|24|4|65
8|4|1683|C|4|0|U|716|37|5|4|4|13|estrato_13|127|5|9|51|0|1|7|3|72|32|21|10|23|43|16|4|6|1|38|342|6|1|0|43|168|16|4|65
8|9|0256|B|1|0|R|248|14|20|9|9|9|estrato_9|33|1|2|20|0|0|6|1|23|11|5|2|7|11|5|3|2|0|15|114|2|0|0|11|55|5|3|23
8|3|1955|B|1|0|U|537|37|3|3|3|3|estrato_3|47|9|11|63|0|1|9|4|60|17|15|5|14|35|12|1|2|0|25|283|2|1|0|35|124|12|1|83
8|7|2357|B|1|0|R|332|48|13|7|7|7|estrato_7|134|4|12|26|0|1|9|1|28|22|10|6|8|24|9|3|2|1|17|183|2|1|0|24|84|9|3|42
8|5|0192|C|5|0|U|673|11|20|5|5|14|estrato_14|27|4|12|51|0|2|9|2|63|28|7|10|25|44|10|11|10|0|28|316|10|2|0|44|144|10|11|67
8|7|0364|E|1|1|R|735|17|14|7|7|16|estrato_16|55|6|17|62|0|5|9|3|68|36|26|6|26|46|20|6|10|3|37|386|10|5|0|46|174|20|6|85
8|6|0642|B|1|0|U|416|19|15|6|6|6|estrato_6|102|2|6|29|0|0|3|5|51|16|10|10|21|25|7|4|6|0|20|215|6|0|0|25|116|7|4|37
8|2|2928|B|1|0|U|408|37|8|2|2|2|estrato_2|91|6|9|32|0|1|2|0|33|23|10|8|12|33|13|0|6|0|26|214|6|1|0|33|88|13|0|47
8|6|0806|B|1|0|U|561|19|15|6|6|15|estrato_15|59|5|9|39|0|1|4|2|53|23|13|11|16|39|18|4|6|1|26|270|6|1|0|39|122|18|4|53
8|2|1367|B|1|0|R|409|34|1|2|2|2|estrato_2|40|2|10|32|0|2|1|5|43|21|15|8|14|30|11|3|2|2|23|224|2|2|0|30|107|11|3|44
8|9|1101|C|2|0|R|514|27|22|9|9|9|estrato_9|145|7|13|46|0|1|8|2|53|23|12|8|17|43|14|3|5|1|22|278|5|1|0|43|123|14|3|66
8|1|2827|B|1|0|U|607|37|10|1|1|10|estrato_10|32|5|16|42|0|2|8|1|60|25|21|4|36|33|19|8|7|0|22|309|7|2|0|33|155|19|8|63
8|5|0944|C|3|0|U|702|21|19|5|5|14|estrato_14|46|4|11|38|0|1|7|5|68|38|22|9|20|41|15|10|11|1|32|333|11|1|0|41|169|15|10|53
8|2|2907|B|1|0|U|709|37|8|2|2|11|estrato_11|82|4|7|40|0|0|5|5|70|38|20|14|25|41|20|5|11|3|46|354|11|0|0|41|177|20|5|51
8|7|0133|C|1|0|U|695|9|13|7|7|16|estrato_16|9|8|13|64|0|1|6|8|54|23|26|10|26|51|18|5|6|2|29|350|6|1|0|51|153|18|5|85
8|6|0412|C|1|0|U|388|19|18|6|6|6|estrato_6|5|8|7|27|0|0|3|2|42|16|10|6|13|25|7|1|5|2|17|191|5|0|0|25|92|7|1|42
8|5|1404|B|1|0|U|543|36|20|5|5|14|estrato_14|92|7|11|53|0|0|4|1|42|16|13|12|15|24|15|5|8|0|25|251|8|0|0|24|103|15|5|71
8|3|2190|B|1|0|U|435|37|2|3|3|3|estrato_3|132|2|14|33|0|0|4|2|43|21|18|6|19|27|9|3|8|1|22|232|8|0|0|27|113|9|3|49
8|6|2880|C|1|0|U|469|19|12|6|6|6|estrato_6|134|3|8|45|0|1|2|3|44|22|15|9|15|30|11|4|4|3|20|239|4|1|0|30|110|11|4|56
8|7|0334|B|1|0|U|576|17|14|7|7|16|estrato_16|41|3|9|44|0|1|5|2|50|36|14|10|17|39|18|5|7|0|23|283|7|1|0|39|134|18|5|56
8|6|3278|C|1|0|U|598|19|12|6|6|15|estrato_15|163|7|13|46|0|1|5|6|52|26|24|11|23|40|18|4|9|0|23|308|9|1|0|40|147|18|4|66
8|4|2160|B|1|0|U|725|37|6|4|4|13|estrato_13|95|5|15|59|0|5|6|3|71|31|20|16|32|40|17|9|8|2|27|366|8|5|0|40|179|17|9|79
8|6|0422|B|1|0|U|426|19|18|6|6|6|estrato_6|9|3|8|29|0|0|5|1|33|17|9|6|21|23|10|4|5|1|20|195|5|0|0|23|92|10|4|40
8|4|1642|C|8|0|U|717|37|5|4|4|13|estrato_13|113|6|19|48|1|1|12|0|92|26|27|6|23|42|17|9|12|6|35|382|12|1|1|42|186|17|9|73
8|4|1578|B|1|0|U|691|37|5|4|4|13|estrato_13|107|10|16|40|0|0|10|4|63|33|20|8|28|44|23|8|6|0|27|340|6|0|0|44|166|23|8|66
8|3|1432|C|1|0|U|454|37|2|3|3|3|estrato_3|17|7|5|46|1|1|6|0|48|22|15|9|14|24|7|3|3|0|18|229|3|1|1|24|114|7|3|58
8|4|1597|B|1|0|U|703|37|5|4|4|13|estrato_13|106|7|19|45|0|4|6|0|67|40|16|18|23|46|25|3|6|0|28|353|6|4|0|46|170|25|3|71
8|4|1683|C|14|0|U|716|37|5|4|4|13|estrato_13|129|3|12|57|0|0|5|4|69|32|18|10|25|46|21|6|7|3|29|347|7|0|0|46|163|21|6|72
8|6|0805|C|9|0|U|740|19|15|6|6|15|estrato_15|57|7|12|63|0|2|4|2|76|46|15|15|24|37|19|2|5|2|37|368|5|2|0|37|182|19|2|82
8|4|1797|B|1|0|U|748|37|5|4|4|13|estrato_13|141|8|16|63|0|0|6|5|79|38|19|14|26|41|23|6|3|2|30|379|3|0|0|41|187|23|6|87
8|6|0415|C|1|0|U|399|19|18|6|6|6|estrato_6|6|5|7|32|1|0|5|0|33|25|13|5|16|20|10|3|4|3|10|192|4|0|1|20|97|10|3|44
8|8|3287|C|1|0|U|552|19|17|8|8|17|estrato_17|35|5|7|29|1|1|6|1|55|32|14|8|16|34|19|2|7|2|15|254|7|1|1|34|132|19|2|41
8|3|2162|B|1|0|U|552|37|6|3|3|12|estrato_12|92|3|7|52|0|0|3|3|52|30|19|7|17|36|18|4|6|0|30|287|6|0|0|36|131|18|4|62
8|9|0125|C|1|0|R|443|8|22|9|9|9|estrato_9|20|2|11|17|0|0|7|3|53|18|21|11|15|34|14|1|7|0|21|235|7|0|0|34|128|14|1|30
8|3|2094|C|1|0|U|458|37|4|3|3|3|estrato_3|106|4|6|31|0|3|5|2|41|25|15|9|13|23|12|3|4|0|24|220|4|3|0|23|110|12|3|41
8|1|1921|B|1|0|U|443|37|7|1|1|1|estrato_1|125|1|15|32|0|0|8|2|44|17|12|7|20|27|4|7|6|0|22|224|6|0|0|27|110|4|7|48
