223
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRI|PRD|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PT|PVEM|MORENA|PANAL|PT_PVEM_MORENA_PANAL|PT_PVEM_MORENA|PVEM_MORENA_PANAL|PT_PVEM_PANAL|PT_MORENA_PANAL|PT_PVEM|PVEM_MORENA|PVEM_PANAL|PT_MORENA|PT_PANAL|MORENA_PANAL|MC|VIVA|LN|PES|RSP|FPM|CNR|NULOS|TOTAL|AGJ|BGTL|GENS|IFM|MANQ|NMC|NRI|VMCV
18|2|0787|B|1|0|R|372|17|6|2|2|2|estrato_2|12|2|11|0|19|5|0|13|13|0|10|1|7|7|9|0|4|12|21|6|8|2|0|8|20|2|3|0|0|3|2|188|2|0|50|8|100|0|3|20
18|2|0769|E|2|0|R|355|17|6|2|2|2|estrato_2|141|0|7|0|14|6|0|7|12|2|8|0|2|7|9|0|7|9|14|5|10|5|0|6|17|5|6|0|0|1|0|159|5|0|34|6|90|0|6|17
18|3|0855|C|1|0|U|553|19|14|3|3|5|estrato_5|24|1|12|2|34|7|0|12|15|2|12|0|9|16|10|1|11|14|31|12|32|5|0|9|37|10|6|0|0|0|1|301|10|0|68|9|170|0|6|37
18|2|0725|B|1|0|U|738|17|11|2|2|4|estrato_4|106|1|12|1|35|15|2|18|18|3|12|0|19|7|17|0|10|20|43|10|37|10|0|10|43|9|10|0|0|2|2|366|9|0|84|10|206|0|10|43
18|3|0178|B|1|0|R|421|5|15|3|3|7|estrato_7|93|3|14|1|18|8|0|10|23|2|14|2|2|7|15|1|3|11|17|8|13|4|0|7|16|7|4|0|0|1|1|212|7|0|54|7|122|0|4|16
18|1|0038|C|1|0|U|490|1|1|1|1|8|estrato_8|12|1|18|1|31|12|0|5|13|2|12|1|11|4|8|0|7|13|22|13|18|9|0|4|31|9|3|0|0|1|2|251|9|0|68|4|133|0|3|31
18|3|0246|B|1|0|R|116|8|13|3|3|7|estrato_7|65|0|1|1|10|3|0|2|2|0|3|0|2|2|2|1|4|2|5|2|6|4|0|2|5|0|2|0|0|0|1|62|0|0|17|2|35|0|2|5
18|1|0267|E|3|0|R|343|9|3|1|1|6|estrato_6|25|1|8|1|18|10|0|2|6|3|4|0|6|5|13|0|1|7|18|6|9|6|0|2|23|5|9|1|0|1|1|166|5|0|40|2|84|1|9|23
18|1|0499|B|1|0|R|281|15|4|1|1|6|estrato_6|90|0|4|1|16|6|0|3|9|0|3|1|4|7|9|0|5|8|16|4|5|5|0|5|14|6|4|0|0|1|0|136|6|0|30|5|76|0|4|14
18|3|0107|C|1|0|M|708|4|17|3|3|7|estrato_7|120|2|21|0|40|9|0|8|18|2|10|1|14|16|14|2|11|18|31|11|31|10|0|12|42|9|11|0|0|1|3|347|9|0|80|12|189|0|11|42
18|1|0269|B|1|0|R|599|9|3|1|1|6|estrato_6|33|0|11|1|33|11|0|14|5|0|14|2|14|10|9|1|6|17|29|11|22|9|0|7|44|8|8|0|0|0|5|291|8|0|70|7|149|0|8|44
18|2|0962|B|1|0|U|632|17|7|2|2|2|estrato_2|36|2|12|0|36|12|0|18|11|4|6|0|11|11|15|1|12|9|39|14|26|4|2|11|30|8|12|0|0|4|4|314|8|0|80|11|165|0|12|30
18|3|0146|B|1|0|R|244|5|10|3|3|7|estrato_7|78|0|4|1|9|2|0|5|10|2|2|0|7|6|4|0|1|8|21|5|7|2|0|5|11|2|3|0|0|0|0|117|2|0|21|5|75|0|3|11
18|3|0111|C|2|0|M|664|4|17|3|3|7|estrato_7|119|2|11|2|31|17|0|10|27|2|21|0|19|9|15|2|9|16|30|13|28|5|0|12|35|6|7|1|0|2|1|333|6|0|73|12|196|1|7|35
18|2|0719|C|1|0|U|506|17|11|2|2|4|estrato_4|95|0|15|0|24|12|0|10|12|0|13|0|8|3|12|1|7|15|27|9|22|7|0|9|26|9|3|0|0|2|1|247|9|0|61|9|136|0|3|26
18|2|0695|C|1|0|U|690|17|12|2|2|4|estrato_4|122|1|13|1|59|13|0|7|18|2|11|0|23|9|13|1|8|22|27|11|36|5|0|6|33|11|8|0|0|1|1|340|11|0|94|6|186|0|8|33
18|2|0884|B|1|0|U|696|17|8|2|2|2|estrato_2|68|1|14|1|48|10|0|16|18|3|8|2|19|14|15|1|6|22|35|15|30|3|0|13|35|13|5|0|0|3|1|351|13|0|90|13|191|0|5|35
18|2|0904|C|2|0|U|641|17|8|2|2|4|estrato_4|56|1|19|1|39|16|0|13|11|1|13|2|15|14|7|0|10|21|42|9|26|6|0|2|34|8|6|2|0|2|0|320|8|0|89|2|177|2|6|34
18|3|0115|C|6|0|M|714|4|17|3|3|3|estrato_3|100|0|10|2|46|9|0|21|16|0|14|1|13|15|16|1|9|24|39|13|33|10|0|5|49|6|15|1|0|0|1|369|6|0|88|5|204|1|15|49
18|2|0961|B|1|0|U|542|17|7|2|2|2|estrato_2|38|1|7|0|30|12|1|12|17|2|8|1|8|8|14|1|11|14|32|14|25|8|0|7|22|5|5|0|0|1|1|267|5|0|63|7|163|0|5|22
18|1|0291|E|1|0|R|152|10|1|1|1|8|estrato_8|44|0|3|0|6|6|0|2|1|0|2|1|7|2|1|0|6|6|15|1|5|0|0|3|7|5|1|0|0|1|0|81|5|0|17|3|47|0|1|7
18|2|0755|B|1|0|U|536|17|11|2|2|4|estrato_4|110|1|10|3|27|14|1|15|10|3|13|3|16|4|9|3|8|11|20|5|24|3|0|6|33|11|2|0|0|1|0|256|11|0|71|6|132|0|2|33
18|2|0676|C|1|0|U|703|17|12|2|2|4|estrato_4|116|0|13|1|36|11|0|17|13|3|19|2|20|14|19|0|11|15|37|14|44|14|1|8|35|11|12|0|0|1|1|372|11|0|78|8|226|0|12|35
18|1|0826|B|1|0|U|418|18|4|1|1|6|estrato_6|143|1|10|0|23|9|0|9|11|2|10|0|10|10|7|0|6|9|23|11|12|3|0|10|22|6|4|0|0|0|1|209|6|0|52|10|114|0|4|22
18|1|0494|B|1|0|U|472|15|4|1|1|1|estrato_1|86|0|12|1|26|10|0|6|13|1|13|1|8|6|6|1|6|13|26|5|18|4|0|13|21|9|7|0|0|3|0|229|9|0|55|13|121|0|7|21
18|2|0780|C|1|0|U|640|17|6|2|2|2|estrato_2|5|2|10|1|38|6|0|11|23|4|11|0|19|18|16|0|6|18|26|13|21|7|1|10|31|9|6|0|0|1|3|311|9|0|68|10|183|0|6|31
18|1|0836|C|1|0|R|464|18|4|1|1|6|estrato_6|135|0|13|1|26|13|0|14|14|0|7|0|12|11|13|2|3|10|22|13|23|4|0|5|22|3|5|0|0|1|0|237|3|0|67|5|134|0|5|22
18|3|0103|B|1|0|U|611|4|17|3|3|3|estrato_3|97|0|13|1|37|11|0|14|11|2|12|1|12|12|15|1|10|15|27|8|29|7|0|13|41|12|8|0|0|1|4|317|12|0|76|13|162|0|8|41
18|3|0075|B|1|0|R|576|3|16|3|3|9|estrato_9|29|0|10|2|40|15|0|14|8|3|13|0|13|12|8|0|8|13|35|10|19|2|1|9|27|3|7|0|0|1|0|273|3|0|81|9|145|0|7|27
18|2|0924|B|1|0|U|404|17|12|2|2|4|estrato_4|125|0|6|0|16|9|1|6|12|0|2|0|6|10|9|1|10|12|24|5|20|4|1|9|17|5|4|0|0|2|0|191|5|0|38|9|116|0|4|17
18|1|0491|B|1|0|R|507|15|4|1|1|6|estrato_6|101|0|12|0|21|10|0|12|10|0|6|0|5|6|16|0|7|12|23|14|29|3|1|8|30|6|8|0|0|1|0|240|6|0|55|8|132|0|8|30
18|3|0174|B|1|0|R|122|5|15|3|3|7|estrato_7|89|0|5|0|7|1|0|2|4|1|2|0|3|3|1|0|1|4|9|5|6|4|0|1|6|2|0|1|0|0|0|68|2|0|15|1|43|1|0|6
18|2|0602|C|1|0|U|669|17|9|2|2|4|estrato_4|79|0|17|2|33|13|0|20|21|1|14|1|14|5|14|2|10|19|25|13|36|9|1|7|41|12|6|0|0|2|1|339|12|0|85|7|185|0|6|41
18|3|0254|C|1|0|U|411|8|13|3|3|7|estrato_7|86|0|5|1|23|6|0|15|10|0|7|3|10|6|14|1|3|11|30|11|15|6|0|6|15|8|8|1|0|1|2|218|8|0|50|6|127|1|8|15
18|1|0532|C|1|0|R|542|15|4|1|1|8|estrato_8|89|1|11|0|36|15|0|17|12|1|9|0|7|5|10|1|2|15|28|4|22|8|0|5|25|8|6|1|0|1|0|250|8|0|80|5|124|1|6|25
18|2|0901|C|1|0|U|402|17|8|2|2|4|estrato_4|67|0|8|1|17|9|0|10|8|2|6|3|9|8|13|0|9|13|16|7|22|5|0|8|22|5|9|1|0|0|2|213|5|0|45|8|121|1|9|22
18|2|0625|B|1|0|U|590|17|9|2|2|4|estrato_4|88|2|17|1|26|11|0|14|9|1|9|2|13|10|16|0|5|18|24|21|19|6|0|11|32|9|6|0|0|2|1|285|9|0|71|11|153|0|6|32
18|1|0213|B|1|0|R|273|6|1|1|1|6|estrato_6|18|0|10|0|11|2|0|7|6|0|7|1|4|8|7|0|3|8|11|7|8|4|0|7|11|4|4|0|0|1|0|131|4|0|30|7|74|0|4|11
18|2|0681|B|1|0|U|738|17|12|2|2|4|estrato_4|117|1|12|2|41|17|0|17|17|2|13|2|15|13|19|0|7|15|48|19|38|12|0|8|49|14|8|0|0|2|2|393|14|0|90|8|220|0|8|49
18|3|0229|B|1|0|U|738|7|16|3|3|5|estrato_5|42|0|17|0|45|10|1|17|12|3|14|0|10|13|11|0|9|19|44|16|30|16|0|12|35|6|10|0|0|0|1|351|6|0|90|12|197|0|10|35
18|3|0106|C|2|0|U|546|4|17|3|3|5|estrato_5|122|0|16|1|36|6|0|7|9|3|8|3|9|11|8|2|3|13|27|7|21|6|0|8|39|7|5|0|0|2|2|259|7|0|66|8|130|0|5|39
18|3|0062|B|1|0|R|256|2|16|3|3|7|estrato_7|52|1|6|0|14|5|0|8|5|0|4|1|9|6|5|0|3|3|14|2|13|4|0|5|9|5|1|1|0|0|0|124|5|0|34|5|69|1|1|9
18|1|0831|C|1|0|U|444|18|4|1|1|8|estrato_8|140|0|13|1|28|11|1|5|12|0|11|0|9|13|9|0|6|12|18|12|17|7|0|5|22|5|7|0|0|1|1|226|5|0|59|5|126|0|7|22
18|3|0123|C|3|0|M|591|4|18|3|3|3|estrato_3|128|0|13|1|38|11|0|15|15|3|12|2|13|17|11|1|10|13|30|10|20|11|0|8|40|10|7|0|0|0|1|312|10|0|78|8|168|0|7|40
18|1|0047|E|1|0|R|85|1|1|1|1|6|estrato_6|16|0|5|0|4|1|0|1|1|0|3|0|0|0|2|0|0|0|5|2|2|1|0|1|5|0|2|0|0|0|0|35|0|0|11|1|16|0|2|5
18|1|0267|B|1|0|R|679|9|3|1|1|6|estrato_6|24|0|11|1|37|13|0|23|17|1|16|2|16|16|15|1|6|21|34|10|29|10|0|11|38|10|6|0|0|0|0|344|10|0|85|11|194|0|6|38
18|3|0105|C|2|0|U|539|4|17|3|3|3|estrato_3|107|2|15|0|33|9|0|9|18|3|11|2|11|11|12|0|7|12|30|10|20|10|0|11|36|8|5|0|0|1|1|287|8|0|68|11|157|0|5|36
18|2|0906|B|1|0|U|415|17|8|2|2|2|estrato_2|54|0|12|0|23|4|0|10|8|0|14|0|6|11|3|0|7|16|16|5|23|4|0|5|24|7|4|1|0|1|0|204|7|0|49|5|113|1|4|24
18|2|0646|B|1|0|U|509|17|8|2|2|2|estrato_2|61|1|12|0|26|6|0|11|11|0|8|2|10|8|13|1|3|16|28|13|17|5|0|7|23|5|4|0|0|0|0|230|5|0|56|7|135|0|4|23
18|1|0301|B|1|0|R|519|10|2|1|1|6|estrato_6|39|1|12|1|30|7|0|8|15|1|9|0|10|10|15|1|7|13|25|9|21|7|1|6|18|7|7|0|0|1|3|245|7|0|59|6|144|0|7|18
18|2|0907|B|1|0|U|708|17|8|2|2|2|estrato_2|56|0|9|1|31|13|0|19|13|1|12|1|19|13|15|1|14|11|48|11|24|11|1|11|38|8|10|0|0|1|2|338|8|0|73|11|195|0|10|38
18|3|0183|C|1|0|M|450|5|15|3|3|7|estrato_7|96|0|11|1|27|6|0|12|18|1|9|0|7|11|10|1|9|7|19|12|26|4|0|10|20|7|4|0|0|0|2|234|7|0|57|10|134|0|4|20
18|1|0346|E|1|0|R|275|11|3|1|1|6|estrato_6|62|2|2|1|18|6|0|5|7|0|4|1|7|9|6|0|3|5|13|3|13|4|0|2|16|3|4|0|0|0|1|135|3|0|34|2|75|0|4|16
18|1|0312|B|1|0|U|541|10|2|1|1|8|estrato_8|51|1|14|0|31|10|1|14|8|1|4|0|15|6|13|1|9|16|35|9|30|6|0|8|33|5|5|1|1|1|0|278|5|1|71|8|153|1|5|33
18|1|0839|B|1|0|U|403|18|4|1|1|6|estrato_6|147|0|7|2|21|11|0|7|14|2|6|1|10|10|11|1|2|9|15|4|13|6|0|4|23|6|6|0|0|2|0|193|6|0|48|4|104|0|6|23
18|2|0683|B|1|0|U|210|17|12|2|2|2|estrato_2|115|1|5|0|9|3|0|7|6|0|5|0|6|4|5|0|2|6|10|3|9|6|0|5|13|4|0|0|0|0|0|109|4|0|25|5|62|0|0|13
18|1|0333|C|1|0|R|589|11|3|1|1|6|estrato_6|61|1|15|0|36|11|0|12|11|0|12|0|9|8|5|3|13|20|26|5|28|12|0|9|41|10|2|1|0|2|0|292|10|0|75|9|152|1|2|41
18|2|0713|C|1|0|U|709|17|11|2|2|4|estrato_4|106|0|15|1|39|11|0|10|24|2|12|0|10|16|16|1|7|16|40|21|38|12|1|11|40|5|9|0|0|0|2|359|5|0|76|11|216|0|9|40
18|3|0114|C|2|0|M|719|4|17|3|3|5|estrato_5|114|0|11|1|50|11|0|24|15|0|15|0|21|9|12|0|10|11|32|19|24|10|0|13|39|12|13|0|0|0|0|352|12|0|97|13|178|0|13|39
18|2|0896|C|1|0|U|602|17|8|2|2|4|estrato_4|73|1|16|1|39|14|0|13|12|1|15|1|15|10|15|0|8|11|38|7|21|10|0|6|32|10|10|0|0|1|1|308|10|0|84|6|164|0|10|32
18|1|0505|C|1|0|U|503|15|5|1|1|6|estrato_6|105|1|12|1|37|11|0|9|8|2|11|0|14|11|14|0|8|15|20|8|26|9|0|3|25|6|8|0|0|2|1|262|6|0|71|3|146|0|8|25
18|1|0830|B|1|0|U|534|18|4|1|1|8|estrato_8|140|0|12|1|29|11|0|13|11|1|6|1|11|8|17|0|4|13|24|4|18|9|0|6|38|7|12|0|0|1|1|258|7|0|66|6|127|0|12|38
18|2|0943|B|1|0|U|672|17|12|2|2|4|estrato_4|129|0|14|2|38|7|1|14|16|1|15|1|14|12|14|0|13|20|39|15|31|5|1|12|44|8|7|1|0|1|2|348|8|0|76|12|197|1|7|44
18|3|0220|C|1|0|U|577|7|16|3|3|3|estrato_3|40|0|13|2|25|15|0|17|9|0|9|0|8|8|11|2|12|14|27|6|27|12|1|6|28|12|8|0|0|0|2|274|12|0|72|6|146|0|8|28
18|3|0098|C|3|0|M|703|4|17|3|3|9|estrato_9|111|0|18|5|45|17|0|15|14|0|14|1|17|11|17|0|8|18|29|14|37|10|1|10|35|7|5|1|0|3|3|355|7|0|100|10|191|1|5|35
18|1|0263|B|1|0|R|152|9|3|1|1|6|estrato_6|36|0|1|0|10|2|0|7|2|3|5|0|3|2|3|1|4|1|6|2|7|3|0|3|9|1|1|0|0|0|0|76|1|0|20|3|42|0|1|9
18|3|0116|B|1|0|U|733|4|18|3|3|7|estrato_7|106|0|16|0|37|9|0|16|13|1|11|1|15|20|21|1|14|17|38|6|32|9|1|8|48|11|7|1|0|2|1|356|11|0|78|8|200|1|7|48
18|3|0177|C|1|0|R|481|5|15|3|3|9|estrato_9|73|0|9|0|19|7|0|7|13|2|7|1|7|9|12|0|4|10|23|9|21|10|0|8|19|7|7|1|0|1|1|214|7|0|42|8|128|1|7|19
18|1|0488|B|1|0|R|740|15|5|1|1|8|estrato_8|101|3|12|1|40|21|1|15|16|2|14|0|10|14|9|0|12|33|39|21|33|11|0|10|42|6|8|0|0|1|2|376|6|0|93|10|214|0|8|42
18|1|0003|B|1|0|U|713|1|1|1|1|8|estrato_8|5|3|15|0|43|22|0|24|15|0|14|1|12|16|20|0|8|15|39|11|31|11|0|12|39|3|9|1|0|3|2|369|3|0|107|12|193|1|9|39
18|2|0807|C|1|0|U|577|17|7|2|2|4|estrato_4|29|0|9|2|32|15|0|11|13|1|14|2|20|8|5|3|8|16|28|8|22|8|0|3|24|11|5|0|0|1|2|271|11|0|69|3|156|0|5|24
18|2|0601|C|3|0|U|635|17|9|2|2|4|estrato_4|76|0|11|5|36|14|0|11|15|0|13|0|8|12|16|2|11|17|32|10|30|15|1|6|35|4|7|1|0|1|0|313|4|0|77|6|182|1|7|35
18|1|0020|B|1|0|R|252|1|1|1|1|6|estrato_6|151|1|4|2|10|5|0|6|5|1|4|0|4|3|6|0|6|3|17|3|10|4|0|5|10|4|5|0|0|0|0|118|4|0|28|5|66|0|5|10
18|1|0390|C|1|0|U|516|12|10|1|1|6|estrato_6|79|0|13|1|37|12|0|18|16|1|8|1|15|10|16|0|10|15|15|7|33|6|0|10|26|6|7|0|0|1|3|287|6|0|81|10|153|0|7|26
18|1|0019|B|1|0|R|108|1|1|1|1|6|estrato_6|151|0|5|1|4|4|0|2|3|0|1|0|4|1|4|0|1|2|5|0|6|2|0|1|4|0|3|0|0|0|1|54|0|0|16|1|29|0|3|4
18|3|0059|C|1|0|R|706|2|16|3|3|7|estrato_7|4|1|10|4|47|15|2|12|16|0|11|0|22|13|10|1|11|13|37|17|30|12|1|9|38|4|8|0|0|1|0|345|4|0|91|9|194|0|8|38
18|2|0730|C|1|0|U|427|17|11|2|2|4|estrato_4|101|0|10|1|25|8|0|9|10|2|15|1|9|4|14|0|3|11|25|12|10|7|1|6|25|9|1|0|0|0|1|219|9|0|53|6|124|0|1|25
18|3|0156|B|1|0|M|452|5|15|3|3|3|estrato_3|72|1|10|2|34|9|0|11|8|0|5|0|11|4|8|0|7|17|29|6|21|2|0|4|20|6|7|0|0|2|2|226|6|0|67|4|118|0|7|20
18|2|0923|B|1|0|U|413|17|12|2|2|4|estrato_4|123|1|8|0|15|3|0|6|13|0|14|0|3|7|13|0|7|8|25|8|17|7|0|11|20|8|4|1|0|0|0|199|8|0|33|11|122|1|4|20
18|1|0335|B|1|0|R|233|11|3|1|1|6|estrato_6|61|0|5|0|20|2|0|6|6|0|3|0|6|4|1|1|0|4|17|8|7|3|0|1|12|1|5|0|0|0|1|113|1|0|33|1|60|0|5|12
18|1|0508|C|1|0|M|626|15|5|1|1|6|estrato_6|106|1|11|1|25|8|0|17|12|1|9|1|14|10|11|1|15|24|27|12|26|10|0|13|37|5|6|0|0|3|0|300|5|0|63|13|173|0|6|37
18|3|0154|B|1|0|R|468|5|10|3|3|7|estrato_7|83|0|6|2|34|4|0|10|9|1|13|0|11|6|11|0|6|13|16|7|19|3|0|6|30|6|8|0|0|0|2|223|6|0|56|6|115|0|8|30
18|2|0799|E|1|2|M|572|17|7|2|2|2|estrato_2|34|0|10|1|33|11|1|16|13|1|14|2|13|11|13|0|7|19|31|12|19|7|0|13|32|10|5|1|0|1|0|296|10|0|72|13|162|1|5|32
18|3|0847|E|1|1|U|742|19|14|3|3|5|estrato_5|18|0|21|4|51|11|1|13|21|1|14|2|9|14|16|0|4|19|25|14|36|7|0|16|44|10|3|0|0|1|0|357|10|0|101|16|182|0|3|44
18|1|0840|B|1|0|U|620|18|4|1|1|8|estrato_8|147|1|17|0|28|15|0|17|9|4|10|0|14|10|18|0|6|18|27|14|23|7|0|11|39|6|13|1|0|1|0|309|6|0|78|11|160|1|13|39
18|3|0859|B|1|0|U|638|19|14|3|3|5|estrato_5|34|0|12|1|33|17|0|10|19|3|10|0|7|12|14|0|9|18|36|7|26|7|1|10|37|7|10|1|0|2|0|309|7|0|73|10|169|1|10|37
18|3|0417|E|1|0|R|160|14|13|3|3|7|estrato_7|51|0|5|0|6|2|0|4|6|0|3|0|4|3|3|0|1|9|10|1|9|3|0|3|5|3|2|1|0|0|0|83|3|0|17|3|52|1|2|5
18|3|0401|B|1|0|U|488|13|13|3|3|3|estrato_3|64|0|13|2|25|7|1|11|18|0|10|0|16|5|5|1|7|20|24|8|18|13|0|8|17|9|5|0|0|3|2|248|9|0|59|8|145|0|5|17
18|2|0723|C|1|0|U|592|17|11|2|2|4|estrato_4|98|3|15|2|24|7|0|19|11|3|17|0|19|9|16|0|8|9|43|7|26|3|0|9|44|10|5|0|0|1|0|310|10|0|70|9|171|0|5|44
18|1|0329|B|1|0|U|383|11|3|1|1|1|estrato_1|52|1|7|1|25|3|0|6|2|4|9|0|11|8|8|0|11|10|25|4|14|4|0|3|24|6|3|0|0|0|1|190|6|0|43|3|110|0|3|24
