64
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRI|PRD|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PVEM|PT|MC|MORENA_PANAL|PES|RSP|FPM|CNR|NULOS|TOTAL|AICA|CVYCC|EBR|IVS|LAMS|MRC|PD|VMA
6|1|0044|B|1|0|U|434|1|1|1|1|1|estrato_1|46|19|27|6|11|3|18|10|19|39|31|3|11|3|1|16|0|217|39|1|3|3|31|94|11|19
6|1|0103|B|1|0|M|528|2|4|1|1|4|estrato_4|62|22|28|4|17|1|17|11|17|36|34|1|13|3|6|29|1|240|36|6|3|1|34|100|13|17
6|2|0298|B|1|0|M|658|10|15|2|2|5|estrato_5|99|24|32|9|21|3|19|9|27|46|51|1|23|3|2|27|0|297|46|2|3|1|51|117|23|27
6|1|0127|B|1|0|U|598|4|6|1|1|1|estrato_1|83|27|32|4|20|6|10|13|21|44|67|7|25|1|4|32|0|313|44|4|1|7|67|112|25|21
6|2|0310|C|1|0|U|541|10|15|2|2|2|estrato_2|102|16|27|8|14|3|17|14|20|41|54|1|16|0|3|24|0|258|41|3|0|1|54|99|16|20
6|2|0335|B|1|0|U|611|10|16|2|2|6|estrato_6|114|18|38|8|16|4|22|13|15|52|58|4|12|1|5|24|0|290|52|5|1|4|58|119|12|15
6|2|0205|B|1|0|U|455|8|13|2|2|5|estrato_5|55|24|22|4|7|1|18|8|22|44|38|2|18|0|2|23|0|233|44|2|0|2|38|84|18|22
6|2|0244|C|11|0|U|705|8|12|2|2|2|estrato_2|36|31|48|7|22|5|20|13|22|59|65|5|10|0|4|29|0|340|59|4|0|5|65|146|10|22
6|1|0127|C|1|0|U|597|4|6|1|1|1|estrato_1|80|28|29|6|18|2|15|18|20|46|48|1|25|4|3|34|0|297|46|3|4|1|48|116|25|20
6|1|0359|C|1|0|U|381|5|8|1|1|1|estrato_1|104|12|30|4|15|4|15|10|19|23|33|0|8|2|1|23|0|199|23|1|2|0|33|90|8|19
6|1|0168|B|1|0|R|546|5|5|1|1|4|estrato_4|91|28|28|4|25|3|13|16|24|38|40|2|19|0|3|22|0|265|38|3|0|2|40|117|19|24
6|1|0084|C|1|0|R|584|1|3|1|1|4|estrato_4|5|25|32|7|15|3|17|14|24|34|55|3|25|0|2|31|0|287|34|2|0|3|55|113|25|24
6|2|0233|C|1|0|M|612|8|14|2|2|6|estrato_6|20|37|39|11|12|1|24|14|21|41|42|4|22|0|3|39|0|310|41|3|0|4|42|138|22|21
6|2|0323|B|1|0|M|445|10|15|2|2|5|estrato_5|85|15|21|8|15|5|13|10|19|40|49|1|18|1|1|23|0|239|40|1|1|1|49|87|18|19
6|1|0087|B|1|0|R|282|1|3|1|1|4|estrato_4|7|18|16|4|5|3|13|7|16|21|19|2|5|1|0|10|0|140|21|0|1|2|19|66|5|16
6|2|0240|B|1|0|U|716|8|11|2|2|6|estrato_6|31|30|37|6|25|8|18|15|22|60|69|5|27|3|2|31|0|358|60|2|3|5|69|139|27|22
6|2|0236|E|1|0|M|703|8|11|2|2|5|estrato_5|23|34|38|4|22|5|25|16|30|61|75|2|23|3|2|26|0|366|61|2|3|2|75|144|23|30
6|2|0217|B|1|0|U|471|8|13|2|2|5|estrato_5|60|25|27|7|16|3|17|15|18|34|36|6|15|3|2|23|1|248|34|2|3|6|36|110|15|18
6|1|0055|B|1|0|U|532|1|2|1|1|4|estrato_4|16|23|23|9|21|2|15|18|21|44|48|2|19|0|0|25|0|270|44|0|0|2|48|111|19|21
6|1|0050|B|1|0|U|403|1|1|1|1|1|estrato_1|38|18|22|5|11|2|16|16|17|34|44|3|12|1|3|14|0|218|34|3|1|3|44|90|12|17
6|1|0145|E|1|5|M|688|5|4|1|1|3|estrato_3|132|32|42|4|10|6|28|13|29|54|69|4|18|2|3|32|0|346|54|3|2|4|69|135|18|29
6|2|0311|C|1|0|U|679|10|15|2|2|5|estrato_5|109|33|40|7|19|2|32|22|21|65|65|2|20|1|5|23|0|357|65|5|1|2|65|155|20|21
6|1|0154|C|1|0|U|484|5|8|1|1|1|estrato_1|114|31|30|8|14|1|20|13|17|25|37|3|19|2|2|20|1|243|25|2|2|3|37|117|19|17
6|1|0350|B|1|0|U|403|5|8|1|1|3|estrato_3|109|22|19|3|7|3|11|13|17|28|42|1|14|0|3|20|0|203|28|3|0|1|42|78|14|17
6|2|0179|B|1|0|M|446|6|9|2|2|6|estrato_6|9|19|33|4|8|2|16|8|19|29|43|3|14|2|1|20|0|221|29|1|2|3|43|90|14|19
6|2|0228|E|3|0|R|300|8|14|2|2|5|estrato_5|14|12|20|3|7|2|11|9|14|22|24|0|14|0|2|20|0|160|22|2|0|0|24|64|14|14
6|2|0228|E|2|0|R|599|8|14|2|2|5|estrato_5|14|29|34|6|16|5|20|17|27|43|52|5|21|2|2|31|1|311|43|2|2|5|52|127|21|27
6|2|0215|C|2|0|U|579|8|9|2|2|6|estrato_6|63|21|35|8|19|6|17|8|20|45|53|2|24|3|4|29|0|294|45|4|3|2|53|114|24|20
